# ----------------------------------------
# ユーザー獲得: ユーザーの最初の参照元 / メディア
# アカウント: www.wingarc.com
# プロパティ: https://www.wingarc.com - GA4
# ----------------------------------------
# 
# すべてのユーザー
# 開始日: 20260401
# 終了日: 20260430
ユーザーの最初の参照元 / メディア,月,総ユーザー数,新規ユーザー数,リピーター数,アクティブ ユーザーあたりの平均エンゲージメント時間,エンゲージメントのあったセッション数（1 アクティブ ユーザーあたり）,イベント数,キーイベント,ユーザー キーイベント率
advantagepartners.com / referral,04,2,2,0,4.5,0,8,0,0
ammic.co.jp / referral,04,2,1,0,43,1,6,0,0
app.statisticsschool.com / referral,04,2,2,0,217,0.5,10,0,0
ascii.jp / referral,04,2,2,1,43.5,1,14,0,0
asp06.wawa.ne.jp / referral,04,2,2,0,26,0.5,8,0,0
aws.amazon.com / referral,04,2,2,0,14.5,0.5,9,0,0
bcore.biz / referral,04,2,2,0,15,1,11,0,0
bemac.cybozu.com / referral,04,2,2,0,15.5,1,15,0,0
bitool-navi.com / referral,04,2,2,0,10.5,0.5,7,0,0
box-events.jp / referral,04,2,2,1,0,0,9,0,0
bozuman.s.cybozu.com / referral,04,2,0,1,415,2,42,4,1
cablecast.transprint.spa-cloud.com / referral,04,2,2,0,2,0,8,0,0
cacoo.com / referral,04,2,2,2,194.5,1.5,55,0,0
cloud.watch.impress.co.jp / referral,04,2,1,2,133.5,2.5,29,0,0
cmwchuoseiki.sharepoint.com / referral,04,2,1,2,90,1,20,0,0
copilot.com / organic,04,2,2,0,216.5,1,21,2,0.5
cstap.cybozu.com / referral,04,2,2,1,6,0,11,0,0
csunnet.co.jp / referral,04,2,2,1,49,1,12,0,0
cybozu.inet114.local / referral,04,2,2,0,175.5,1,31,0,0
daishinsha-cd.jp / referral,04,2,1,2,20.5,0.5,11,0,0
darsycertificationconsumer-wu2.azurewebsites.net / referral,04,2,2,0,2,0.5,9,0,0
denbun.fukuibank.jp / referral,04,2,2,0,22,1,14,0,0
director-scheduler.jp / referral,04,2,2,1,339.5,2,53,2,0.5
dol / external,04,2,2,1,44.5,1.5,22,2,0.5
domecorp.transprint.spa-cloud.com / referral,04,2,2,0,0,0,6,0,0
e-cobuy.groupwide.net / referral,04,2,1,1,3.5,0.5,7,0,0
eipa.jp / referral,04,2,2,2,146.5,2,28,0,0
elefolo.com / referral,04,2,2,1,6,1.5,15,0,0
epsongroup.sharepoint.com / referral,04,2,3,1,3.5,1,16,0,0
eventory / external,04,2,0,1,137,1,18,0,0
exploratory.io / referral,04,2,1,1,23,1,16,0,0
ezwebmail.bizmeka.com / referral,04,2,2,0,30,1,19,0,0
fb / paid,04,2,0,0,0,0,8,2,0
finance.stockweather.co.jp / referral,04,2,2,0,100,1,19,0,0
focus.co.jp / referral,04,2,2,0,10,0.5,8,0,0
frame-wx.com / referral,04,2,1,2,19,1,12,0,0
garoon.g-hopper.ne.jp / referral,04,2,0,2,543.5,6,149,2,0.5
genie.intra.persol-group.co.jp / referral,04,2,2,1,0,0.5,13,0,0
gstatic.com / referral,04,2,2,0,24.5,0.5,7,0,0
hds-accounting.transprint.spa-cloud.com / referral,04,2,2,0,2,0,7,0,0
help.vyndex.com / referral,04,2,2,0,55,1,32,3,0.5
hikarigokin.transprint.spa-cloud.com / referral,04,2,1,1,15.5,0.5,7,0,0
hokoku.co.jp / referral,04,2,2,1,19.5,0.5,20,0,0
hoku.co.jp / referral,04,2,2,2,143.5,3.5,37,0,0
home.kingsoft.jp / referral,04,2,2,0,324.5,1,8,0,0
hrbc-jp.porterscloud.com / referral,04,2,1,1,129,1,19,0,0
igw-dmail.intra.saishin.co.jp / referral,04,2,2,0,6.5,0.5,9,0,0
inetnf.auth / referral,04,2,2,0,37,1,15,0,0
inshokuai.jp / referral,04,2,2,1,286.5,2,39,2,0.5
intercom.co.jp / referral,04,2,2,1,555.5,1,46,0,0
intra-mart.jp / referral,04,2,0,2,195,1.5,16,0,0
itmedia.co.jp / referral,04,2,1,2,10.5,0.5,8,0,0
itochu.co.jp / referral,04,2,2,1,42,1.5,24,0,0
jmc-ia.transprint.spa-cloud.com / referral,04,2,2,0,2.5,0,8,0,0
jsug.org / referral,04,2,0,2,7.5,1,6,0,0
kitamura-chem.transprint.spa-cloud.com / referral,04,2,1,1,10,0.5,7,0,0
kk-sanko.transprint.spa-cloud.com / referral,04,2,0,0,0,0,4,0,0
kogi.cybozu.com / referral,04,2,2,1,862,3,90,5,0.5
kscom.co.jp / referral,04,2,1,0,24,1,6,0,0
m.baidu.com / referral,04,2,1,0,0,0,6,0,0
majorflow.jpn.panasonic.com / referral,04,2,1,2,94.5,1.5,55,2,0.5
manage.ozo-cloud.jp / referral,04,2,2,1,61.5,1,18,0,0
mgp.cybermail.jp / referral,04,2,2,0,18.5,1,8,0,0
mgy.cybermail.jp / referral,04,2,2,0,46,1,17,0,0
minkabu.jp / referral,04,2,2,0,8.5,0.5,7,0,0
mmc-invoiceagent.transprint.spa-cloud.com / referral,04,2,1,1,2.5,0,7,0,0
mppcreator.jp / referral,04,2,2,0,40.5,0.5,8,0,0
msr.co.jp / referral,04,2,1,1,51,1,8,0,0
national-federation-of-workers-3088.jp.wss.workspaceone.com / referral,04,2,2,1,43.5,1,28,0,0
nipponseika.transprint.spa-cloud.com / referral,04,2,2,0,17.5,0.5,10,0,0
ogihara-mfg.transprint.spa-cloud.com / referral,04,2,2,0,23.5,0.5,8,0,0
oncgs9.nivms.com / referral,04,2,2,0,27.5,1,19,0,0
oracle.com / referral,04,2,2,0,6.5,0.5,14,2,0.5
orikane-group.cybozu.com / referral,04,2,2,0,14,1,18,0,0
otsuka-shokai.co.jp / referral,04,2,0,2,147,1,51,0,0
p.sokai.jp / referral,04,2,2,0,9,1,11,0,0
pam.alpha-mail.ne.jp / referral,04,2,2,0,4.5,1,16,0,0
patlite.co.jp / referral,04,2,2,1,61,1,27,0,0
persol-bd.co.jp / referral,04,2,1,2,17,0.5,27,3,0.5
ph.search.yahoo.com / referral,04,2,1,1,45,1.5,19,0,0
pre2-s1.web.otsuka-shokai.co.jp / referral,04,2,2,1,139,1,12,0,0
ptn.transprint.spa-cloud.com / referral,04,2,1,1,33.5,0.5,8,0,0
qweb14-2.qhit.net / referral,04,2,2,0,86.5,1,10,0,0
rakus.co.jp / referral,04,2,2,0,21.5,0.5,26,5,0.5
rand.co.jp / referral,04,2,1,1,10.5,0.5,8,0,0
recruiting.vorkers.com / referral,04,2,2,0,5,1,8,0,0
redmine.mpsol.jp / referral,04,2,1,1,26.5,0.5,7,0,0
redmine2.trithucmoi.co / referral,04,2,2,2,409.5,1.5,73,5,1
rinko.dn-cloud.com / referral,04,2,2,0,40,1,21,0,0
rmt.transprint.spa-cloud.com / referral,04,2,1,2,12.5,1,10,0,0
s.minkabu.jp / referral,04,2,2,0,8.5,0.5,7,0,0
saleszine / external,04,2,2,1,28,1,11,0,0
san-petrochemicals.transprint.spa-cloud.com / referral,04,2,1,1,4,0,7,0,0
sango.transprint.spa-cloud.com / referral,04,2,2,0,22.5,0.5,10,0,0
sanyo-syoji.transprint.spa-cloud.com / referral,04,2,2,0,6.5,0.5,8,0,0
satas202012.cloudfree.jp / referral,04,2,2,0,661.5,1,15,0,0
sato.co.jp / referral,04,2,1,1,18,0.5,10,0,0
sfdc.smktg.jp / referral,04,2,2,0,0,0,7,0,0
sgnxxxb66capr01.ssks.jregroup.ne.jp / referral,04,2,2,2,309,2.5,63,7,0.5
shares / article,04,2,2,0,0,0,8,0,0
showanote.transprint.spa-cloud.com / referral,04,2,1,0,22,1,6,0,0
signds.sasaki-kk.local / referral,04,2,2,2,919,7,148,0,0
sites.google.com / referral,04,2,2,0,66.5,1,18,0,0
smartnews.com / referral,04,2,1,1,47,1,14,0,0
sokai.customer2.pronexus.co.jp / referral,04,2,0,2,18.5,1,8,0,0
sscc.transprint.spa-cloud.com / referral,04,2,2,0,10.5,0.5,8,0,0
sso-9226b183.sso.duosecurity.com / referral,04,2,2,2,0.5,0,11,0,0
stg.ctc-g.co.jp / referral,04,2,2,1,6,1,11,0,0
support.kaipoke.biz / referral,04,2,2,0,22.5,1,20,4,1
takegishi.transprint.spa-cloud.com / referral,04,2,2,1,7.5,0.5,16,2,0.5
tbg.transprint.spa-cloud.com / referral,04,2,1,1,25.5,1,8,0,0
techvan.lightning.force.com / referral,04,2,2,0,13,0.5,14,0,0
tenjikai.biz / referral,04,2,2,0,2,0.5,18,0,0
tmedix.transprint.spa-cloud.com / referral,04,2,2,1,0.5,0,9,0,0
traevo.jp / referral,04,2,2,0,31.5,0.5,12,0,0
ub-speeda.com / referral,04,2,2,0,37.5,1,23,0,0
wingarc1st.lightning.force.com / referral,04,2,1,1,122,2,27,0,0
www-in.kyocera.co.jp / referral,04,2,0,1,4,1,7,0,0
xcat.co.jp / referral,04,2,2,0,5,0,8,0,0
yanmarglobal.sharepoint.com / referral,04,2,1,1,67.5,1.5,16,0,0
ysa / cpc,04,2,0,2,2218.5,15.5,325,0,0
zdh.co.jp / referral,04,2,1,1,839.5,11,213,0,0
(not set),04,1,1,0,0,0,3,0,0
(not set) / r,04,1,1,0,0,0,3,0,0
00155sv15 / referral,04,1,1,0,36,1,10,0,0
10.1.172.15 / referral,04,1,1,0,19,1,4,0,0
10.100.18.3 / referral,04,1,1,0,10,1,10,0,0
10.100.43.148:44090 / referral,04,1,1,0,0,0,3,0,0
10.130.72.254:6082 / referral,04,1,1,0,30,1,4,0,0
10.19.101.79:8180 / referral,04,1,0,1,123,1,14,0,0
10.58.137.113:44090 / referral,04,1,1,1,9,1,15,2,1
10.70.90.112:44090 / referral,04,1,1,0,0,0,3,0,0
10.90.0.177:44090 / referral,04,1,0,1,232,2,38,0,0
10.97.1.254:6082 / referral,04,1,0,1,111,2,15,0,0
127.0.0.1:5500 / referral,04,1,1,0,0,0,3,0,0
128.1.1.9 / referral,04,1,1,0,52,1,11,0,0
128.13.100.14:44090 / referral,04,1,1,0,8,1,6,0,0
13.112.54.213 / referral,04,1,1,0,12,1,4,0,0
172.16.100.175 / referral,04,1,0,1,614,4,64,5,1
172.16.104.102 / referral,04,1,1,0,156,1,13,0,0
172.16.200.5:44090 / referral,04,1,1,0,23,1,6,0,0
172.16.30.13:8787 / referral,04,1,1,0,104,1,17,0,0
172.16.4.186:44090 / referral,04,1,1,0,1,0,4,0,0
172.18.95.36:44090 / referral,04,1,1,0,1,0,4,0,0
172.21.220.10 / referral,04,1,0,1,9,1,5,0,0
172.26.210.1:44090 / referral,04,1,1,0,1,0,4,0,0
192.1.107.136:44090 / referral,04,1,1,0,0,0,3,0,0
192.168.0.22 / referral,04,1,1,0,53,1,10,0,0
192.168.1.10 / referral,04,1,1,0,67,1,7,0,0
192.168.1.116 / referral,04,1,1,1,91,2,15,0,0
192.168.1.19 / referral,04,1,0,1,60,1,7,0,0
192.168.10.95 / referral,04,1,1,1,9,2,11,0,0
192.168.2.5 / referral,04,1,0,1,9,1,5,0,0
192.168.201.59 / referral,04,1,0,1,2270,8,105,11,1
192.168.210.184 / referral,04,1,0,1,97,2,28,5,1
192.168.254.1 / referral,04,1,1,0,10,1,6,0,0
192.168.49.15:44090 / referral,04,1,1,0,1,1,4,0,0
202.238.155.213 / referral,04,1,1,1,14,2,11,0,0
247ps-i.isnet.jp.fujitsu.com / referral,04,1,1,0,0,1,4,0,0
3156.transprint.spa-cloud.com / referral,04,1,1,0,5,0,4,0,0
373news.com / referral,04,1,1,0,463,1,29,3,1
4cc068c123f09534b701b785b199a036.safeframe.googlesyndication.com / referral,04,1,1,0,0,0,3,0,0
52.24.85.131 / referral,04,1,0,1,9,3,9,0,0
64o12ptvcr1d.cybozu.com / referral,04,1,1,1,103,2,15,0,0
6ih8kfq0t456.cybozu.com / referral,04,1,1,0,53,1,4,0,0
ITLeaders / external,04,1,1,0,91,1,10,0,0
ITmedia / external,04,1,0,1,136,1,4,0,0
JSUG / email,04,1,1,0,17,1,4,0,0
PRT[...] / referral,04,1,1,0,0,0,3,0,0
WA / referral,04,1,1,0,0,0,4,0,0
Youtube / referral,04,1,1,0,0,0,3,0,0
a2is.com / referral,04,1,1,0,0,0,3,0,0
abacus.co.jp / referral,04,1,1,0,5,1,4,0,0
accel.intra-mart.jp / referral,04,1,0,0,0,0,4,0,0
activemail.kagoyamail.jp / referral,04,1,1,1,2325,3,70,0,0
admin.app.quartr.com / referral,04,1,1,0,12,1,5,0,0
admin.shopbiz.jp / referral,04,1,1,1,0,0,5,0,0
adventar.org / referral,04,1,1,0,31,1,4,0,0
ai-connect.ibiden.com / referral,04,1,1,0,0,0,3,0,0
aiphone1.cybozu.com / referral,04,1,0,1,194,1,23,5,1
aircamp.us / referral,04,1,1,0,0,0,5,0,0
allied-telesis.transprint.spa-cloud.com / referral,04,1,0,1,17,1,3,0,0
amown2310.active-w.net / referral,04,1,1,0,38,1,10,0,0
amtjx8996.active-w.net / referral,04,1,1,0,7,1,9,0,0
amvth1327.active-w.net / referral,04,1,1,1,46,2,15,0,0
analyze.pascaljp.com / referral,04,1,0,1,17,1,15,0,0
app-oai-nhs-chat.azurewebsites.net / referral,04,1,1,0,25,1,9,0,0
app.jooto.com / referral,04,1,0,0,0,0,4,0,0
appexchangejp.salesforce.com / referral,04,1,1,1,104,2,29,0,0
appsecinfo-w-01 / referral,04,1,1,0,2,0,4,0,0
appsrv02 / referral,04,1,1,0,34,1,9,0,0
appuplink.info / referral,04,1,1,0,5,1,4,0,0
asahi-wf.jp / referral,04,1,1,1,7,0,8,0,0
at-kowa.cybozu.com / referral,04,1,1,0,508,1,10,0,0
avxxfvkgfdu / fkgfeaby,04,1,1,0,59,1,4,0,0
awmsptrsl12-v.prod.jp.local:44090 / referral,04,1,1,0,7,1,4,0,0
b2b-ch.infomart.co.jp / referral,04,1,1,1,10,2,16,0,0
b2bform.nexway.co.jp / referral,04,1,1,0,96,1,5,0,0
bellmc.transprint.spa-cloud.com / referral,04,1,1,0,3,0,4,0,0
bemat.mothers.local / referral,04,1,1,0,9,0,5,0,0
biglobe / organic,04,1,0,1,29,1,9,0,0
biotech.dn-cloud.com / referral,04,1,1,1,95,2,16,0,0
bit.ly / referral,04,1,1,0,0,0,3,0,0
bitool-hikaku.com / referral,04,1,0,1,52,1,9,0,0
biz.loyalty.co.jp / referral,04,1,1,0,2,0,4,0,0
bizweb-jp001.wowtalkapi.com / referral,04,1,0,1,37,1,3,0,0
bloomberg.com / referral,04,1,1,0,3,1,5,0,0
bozuman.cybozu.com / referral,04,1,0,1,42,1,3,0,0
broom.itmedia.co.jp / referral,04,1,0,1,9,2,10,0,0
bsnnet.co.jp / referral,04,1,1,1,80,1,11,0,0
c109caad03144a3ea7d7101e54a2ac58.safeframe.googlesyndication.com / referral,04,1,1,0,2,0,4,0,0
c15696h1.mwprem.net / referral,04,1,0,1,21,1,5,0,0
c15g5zo5.mwprem.net / referral,04,1,1,0,20,1,10,0,0
calendar.worksmobile.com / referral,04,1,0,1,6,0,3,0,0
cct-inc.co.jp / referral,04,1,1,0,2,1,7,2,1
cfo-j.com / referral,04,1,1,0,4,0,4,0,0
chugoku-jozo.dn-cloud.com / referral,04,1,0,1,311,1,7,0,0
ci-matex.dn-cloud.com / referral,04,1,1,0,41,1,12,0,0
clipline.lightning.force.com / referral,04,1,0,1,9,1,3,0,0
cmsv16.onenec.nec.com / referral,04,1,1,1,19,2,15,0,0
comedix.st-mary-med.or.jp / referral,04,1,1,0,30,1,9,0,0
commmune.lightning.force.com / referral,04,1,0,1,561,3,57,0,0
company.ztwo.app / referral,04,1,1,0,119,1,30,2,1
comportal.exp.comsys.co.jp / referral,04,1,0,1,56,1,6,0,0
cse.google.co.jp / referral,04,1,1,0,70,1,4,0,0
ctcg.sharepoint.com / referral,04,1,1,0,71,1,10,0,0
cybozu.domain.local / referral,04,1,1,0,199,1,20,0,0
d-crm-pr-v-01:44090 / referral,04,1,1,0,6,0,4,0,0
d7f000000pjrguae.my.salesforce.com / referral,04,1,0,0,0,0,8,0,0
daikan.transprint.spa-cloud.com / referral,04,1,0,1,21,1,11,2,1
days.cybozu.co.jp / referral,04,1,0,1,70,1,13,0,0
dcr.co.jp / referral,04,1,1,1,0,0,5,0,0
dec.nivms.com / referral,04,1,1,0,12,1,10,0,0
deepmail.keishicho.tokyo.jp / referral,04,1,1,0,25,1,10,0,0
dejiren.atlassian.net / referral,04,1,0,1,31,1,3,0,0
dekyo.or.jp / referral,04,1,0,1,427,4,34,0,0
desknet.kirishima.jp / referral,04,1,1,0,37,1,14,0,0
detail.chiebukuro.yahoo.co.jp / cpc,04,1,1,0,0,0,3,0,0
digi-mado.jp / referral,04,1,0,1,340,4,34,0,0
dit000003nfns2ay.lightning.force.com / referral,04,1,0,1,11,4,21,0,0
dnet.jyosys / referral,04,1,1,0,18,1,9,0,0
dnetap.uoroku.local / referral,04,1,1,0,15,1,10,0,0
dnni.cpkasei.co.jp / referral,04,1,1,0,70,1,14,0,0
dolbix.com / referral,04,1,1,0,1,0,4,0,0
dore.morinooffice.tmc-net.jp / referral,04,1,1,0,15,1,10,0,0
draft.co.jp / referral,04,1,1,0,4,0,4,0,0
dreamarts.co.jp / referral,04,1,1,0,29,1,5,0,0
dsbaichat.dsb-group.local / referral,04,1,0,1,457,3,44,2,1
dx-consultant.co.jp / referral,04,1,1,0,0,0,3,0,0
e-actionlearning.jp / referral,04,1,1,0,17,1,4,0,0
e3jr8zwxeo6m.cybozu.com / referral,04,1,1,0,131,1,15,0,0
edgeservices.bing.com / referral,04,1,0,1,188,1,16,0,0
edit.jinbutsu.aws.asahi-np.co.jp / referral,04,1,1,0,10,1,5,0,0
eigyo.eigyo-mfg.net / referral,04,1,1,0,10,1,6,0,0
eikan.transprint.spa-cloud.com / referral,04,1,0,1,2,0,3,0,0
eip.ichimiya.co.jp / referral,04,1,1,0,35,1,10,0,0
eloquaemail / email,04,1,0,1,95,1,22,5,1
elq_email / email,04,1,1,0,78,1,4,0,0
emergencydownload2-dev.azurewebsites.net / referral,04,1,1,0,2,0,4,0,0
engage-sj.marketo.com / referral,04,1,0,1,1309,20,942,170,1
enpreth.jp / referral,04,1,1,0,0,0,3,0,0
ers.nikkeibp.co.jp / referral,04,1,1,0,6,1,5,0,0
esg-capture.msciapps.com / referral,04,1,1,0,35,1,6,0,0
esgc-capture.msciapps.com / referral,04,1,1,1,0,0,5,0,0
eu.chat.pwc.com / referral,04,1,1,1,39,1,18,0,0
excel.officeapps.live.com / referral,04,1,0,1,64,1,11,0,0
expo.bizcrew.jp / referral,04,1,0,1,7,1,3,0,0
eye-campaign.transprint.spa-cloud.com / referral,04,1,1,0,9,1,4,0,0
fa2b8e9b2d80630e97ea1982e1053318.safeframe.googlesyndication.com / referral,04,1,1,1,21,1,7,0,0
facebook / display,04,1,1,0,12,1,4,0,0
fcon.info / referral,04,1,1,1,25,1,11,0,0
felo.ai / referral,04,1,1,0,31,1,4,0,0
ferret-plus.com / referral,04,1,1,1,739,4,57,0,0
findpricetoday.com / referral,04,1,0,0,0,0,16,0,0
findy-code.io / referral,04,1,1,0,0,0,4,0,0
fisco.co.jp / referral,04,1,1,1,851,5,51,0,0
flat.wwws.nri.co.jp / referral,04,1,1,0,14,1,6,0,0
flow-velocity-8746--qiacrp.sandbox.lightning.force.com / referral,04,1,0,0,0,0,4,0,0
flowhub.esgds.in / referral,04,1,0,1,22,1,5,0,0
fsi.co.jp / referral,04,1,1,0,11,1,5,0,0
fujifilm0.sharepoint.com / referral,04,1,1,1,421,2,26,0,0
fujitsu.com / referral,04,1,0,1,98,1,3,0,0
fujitsu.sharepoint.com / referral,04,1,1,0,9,1,4,0,0
g-gen.lightning.force.com / referral,04,1,1,0,1,0,4,0,0
g04webmail.jrhgsc.local / referral,04,1,1,0,59,1,10,0,0
gadgetech.info / referral,04,1,1,0,41,1,8,0,0
gar.trancy.local / referral,04,1,0,1,1989,34,274,0,0
garoon.ja-shizuoka.or.jp / referral,04,1,1,0,175,1,10,0,0
gc-dcn14mapsv.pref.hiroshima.jp / referral,04,1,1,0,38,1,10,0,0
gitec.co.jp / referral,04,1,1,0,0,0,3,0,0
global.dejiren.com / referral,04,1,1,0,1,1,8,2,1
globalhonda.sharepoint.com / referral,04,1,1,0,8,0,4,0,0
go.hitachi-solutions.co.jp / referral,04,1,0,1,126,1,17,0,0
go.taxita.com / referral,04,1,1,0,17,1,6,0,0
go2senkyo.com / referral,04,1,1,0,22,1,4,0,0
goog[ / (not set),04,1,0,1,367,7,61,0,0
google&utm_medium=banner&utm_campaign=denshi&argument=RTXsp5Bn&dmai=a69cb91be5fc78&ss_ad_code=ad_iadenshi_gdisplay&gad_source=2&gad_campaignid=23615530949&gclid=EAIaIQobChMIzoiAjYH4kwMVOPhMAh3yigOZEAEYASAAEgL8mvD_BwE / organic,04,1,1,0,0,0,3,0,0
grmk / display,04,1,1,0,0,0,3,0,0
grn5.showa.local / referral,04,1,1,0,44,1,10,0,0
group.39-jp.com / referral,04,1,1,0,31,1,10,0,0
gw-gwsv.ho.npb.go.jp / referral,04,1,1,0,21,1,15,0,0
gw2.office.ycan / referral,04,1,0,1,319,1,9,0,0
gwneo.sakurajp.com / referral,04,1,0,0,0,0,6,0,0
hamadas.dn-cloud.com / referral,04,1,0,1,180,2,28,5,1
hgm13 / referral,04,1,0,1,17,1,9,0,0
hikarigokin.cybozu.com / referral,04,1,0,1,502,2,18,0,0
hiroshimagascojp0.sharepoint.com / referral,04,1,1,1,612,3,27,0,0
how.spatial.chat / referral,04,1,1,0,27,1,4,0,0
hsoj.transprint.spa-cloud.com / referral,04,1,1,0,153,1,4,0,0
hulic3003.transprint.spa-cloud.com / referral,04,1,1,0,1,0,4,0,0
humancrest.co.jp / referral,04,1,0,1,1,0,3,0,0
i-comm.cybozu.com / referral,04,1,1,0,22,1,10,0,0
iccgw.icc.co.jp / referral,04,1,1,0,46,1,10,0,0
iepurp0hnbij.cybozu.com / referral,04,1,1,0,9,1,10,0,0
ihi-agritech.transprint.spa-cloud.com / referral,04,1,1,0,12,1,8,0,0
incrementors.com / referral,04,1,1,0,4,1,4,0,0
inet-nw01.inet.local / referral,04,1,1,1,1051,5,68,5,1
inmlsv01.inet.local / referral,04,1,1,0,26,1,12,0,0
internalapp.ztwo.app / referral,04,1,1,0,13,1,5,0,0
intra.kisc.local:8080 / referral,04,1,1,1,0,0,5,0,0
ipros.lightning.force.com / referral,04,1,1,1,0,0,5,0,0
it-event.otsuka-shokai.co.jp / referral,04,1,0,1,18,1,9,0,0
it-jobnavi.com / referral,04,1,1,0,49,1,9,0,0
itclogi-invoiceagent.transprint.spa-cloud.com / referral,04,1,1,0,2,0,4,0,0
itmedia / external,04,1,1,0,2,0,4,0,0
ittrend / banner,04,1,1,0,1,1,5,0,0
j6sd011:8081 / referral,04,1,1,0,50,1,10,0,0
japan-dmc.org / referral,04,1,1,1,0,0,5,0,0
jei.transprint.spa-cloud.com / referral,04,1,1,0,10,1,4,0,0
jiji.com / referral,04,1,0,1,2,1,3,0,0
jira.appresso.net:8080 / referral,04,1,1,0,117,1,14,0,0
jops.co.jp / referral,04,1,1,0,10,1,4,0,0
jp.hao123.com / referral,04,1,1,0,151,1,6,0,0
jppanasonic.sharepoint.com / referral,04,1,1,0,8,0,4,0,0
jsv01194:44090 / referral,04,1,1,0,0,0,3,0,0
kabu.click-sec.com / referral,04,1,1,0,80,1,12,0,0
kabuhai-db.jp / referral,04,1,1,0,36,1,9,0,0
kagi.com / referral,04,1,1,1,64,2,8,0,0
kanemi-foods.transprint.spa-cloud.com / referral,04,1,1,0,12,1,12,2,1
kazaam.factset.io / referral,04,1,1,0,28,1,7,0,0
keydata.qast.jp / referral,04,1,0,1,287,3,49,0,0
kljchbsv169:44090 / referral,04,1,1,1,0,0,5,0,0
kn.itmedia.co.jp / referral,04,1,0,1,61,0,3,0,0
kondo-seimitsu.transprint.spa-cloud.com / referral,04,1,1,0,1,0,4,0,0
kor2.samsung.net / referral,04,1,1,1,16,2,19,0,0
koshin.neobb-mail.com / referral,04,1,1,0,25,1,10,0,0
krnsap-vls01.pro.awskrn.com:44090 / referral,04,1,1,0,5,0,4,0,0
l.messenger.com / referral,04,1,1,0,5,0,4,0,0
laci82lvhcgr.cybozu.com / referral,04,1,1,0,28,1,9,0,0
lauhp-ai.com / referral,04,1,1,0,46,1,12,0,0
lawson.transprint.spa-cloud.com / referral,04,1,0,1,15,1,3,0,0
lba.web.lightblue-tech.com / referral,04,1,1,0,282,1,4,0,0
leafsquare.co.jp / referral,04,1,1,1,224,2,28,2,1
leo-cm01.nttdata.com / referral,04,1,1,0,40,1,10,0,0
leo-srv2:8090 / referral,04,1,1,0,24,1,10,0,0
library.musubu.in / referral,04,1,1,0,43,1,7,0,0
lks / course,04,1,1,0,0,0,4,0,0
localhost / referral,04,1,0,1,1,0,3,0,0
localhost:5173 / referral,04,1,1,1,2,1,8,0,0
localhost:8888 / referral,04,1,1,0,16,1,6,0,0
logi-today.com / referral,04,1,1,0,56,1,4,0,0
logmi.jp / referral,04,1,0,1,113,6,64,4,1
luma / referral,04,1,1,0,12,1,4,0,0
m.ubersear.ch / referral,04,1,1,0,0,0,3,0,0
m.youtube.com / referral,04,1,1,0,0,0,3,0,0
m016411.hokkaido-sc.cloud / referral,04,1,1,0,28,1,10,0,0
m365.cloud.microsoft / referral,04,1,0,0,0,0,4,0,0
macloud.jp / referral,04,1,1,1,0,0,5,0,0
mail.ocn.jp / referral,04,1,1,0,15,1,10,0,0
mail.smt.docomo.ne.jp / referral,04,1,1,0,30,1,10,0,0
mail.yahoo.co.jp / referral,04,1,0,1,709,8,186,0,0
makeleaps.com / referral,04,1,1,0,54,1,5,0,0
manavitrail.com / referral,04,1,1,0,44,1,5,0,0
mbcomm.lightning.force.com / referral,04,1,1,0,12,1,4,0,0
mds3371.maildealer.jp / referral,04,1,1,1,659,2,12,0,0
mes-magazine.com / referral,04,1,1,1,110,3,17,0,0
mftckk.sharepoint.com / referral,04,1,0,1,2,0,3,0,0
mgk.cybermail.jp / referral,04,1,1,0,57,1,10,0,0
midi.meitetsu.co.jp / referral,04,1,1,0,3,0,4,0,0
mieru-ka.jp / referral,04,1,1,1,0,0,5,0,0
mikimoto.cybozu.com / referral,04,1,1,0,9,0,4,0,0
mind.co.jp / referral,04,1,0,1,114,1,6,0,0
mitoco.net / referral,04,1,0,1,33,1,5,0,0
miwadenki.co.jp / referral,04,1,1,1,17,1,11,0,0
mkt.denodo.com / referral,04,1,1,0,0,0,3,0,0
mono.ipros.com / referral,04,1,1,0,44,1,6,0,0
monstarlab-jp.atlassian.net / referral,04,1,1,0,0,0,5,0,0
mos.transprint.spa-cloud.com / referral,04,1,1,0,4,0,4,0,0
msidl.sakura.ne.jp / referral,04,1,0,1,1409,4,82,2,1
mw2pstcwta.bizmw.com / referral,04,1,0,1,21,1,9,0,0
n-575hia4owca5da2jxaw7mu5ndykfd64fmx4j5ja-0lu-script.googleusercontent.com / referral,04,1,1,0,0,0,3,0,0
n-renjltbn3kq6cziehqyiqh7c6g622wn7dtqbuwq-0lu-script.googleusercontent.com / referral,04,1,1,0,11,1,4,0,0
nari-sr.net / referral,04,1,1,0,13,1,4,0,0
naver / organic,04,1,1,0,2,1,4,0,0
ncdsol.jp / referral,04,1,0,1,672,1,23,2,1
nets.smktg.jp / referral,04,1,0,1,1,0,8,0,0
netts-gsession.tsuzuki-y.co.jp / referral,04,1,1,0,31,1,10,0,0
nhd.s.cybozu.com / referral,04,1,0,1,6,1,4,0,0
nichicon.transprint.spa-cloud.com / referral,04,1,1,0,5,0,4,0,0
nihonsafety.transprint.spa-cloud.com / referral,04,1,1,0,78,1,8,0,0
niitaka.cybozu.com / referral,04,1,1,0,120,1,7,0,0
