# ----------------------------------------
# ユーザー獲得: ユーザーの最初の参照元 / メディア
# アカウント: www.wingarc.com
# プロパティ: https://www.wingarc.com - GA4
# ----------------------------------------
# 
# すべてのユーザー
# 開始日: 20250401
# 終了日: 20260331
ユーザーの最初の参照元 / メディア,月,総ユーザー数,新規ユーザー数,リピーター数,アクティブ ユーザーあたりの平均エンゲージメント時間,エンゲージメントのあったセッション数（1 アクティブ ユーザーあたり）,イベント数,キーイベント,ユーザー キーイベント率
WA / email,10,11719,10224,2271,82.11843130464895,0.8185438490174011,93936,2030,0.058955934551121116
bing / cpc,10,11718,10365,2687,71.57530799930592,0.7719069928856498,79402,1605,0.04797848342876974
yahoo / organic,08,11429,10985,1455,65.4300696219265,0.7426632590111923,54355,360,0.010927998589935666
yahoo / organic,11,11156,10816,1458,70.68602557176301,0.7517558076715289,56045,298,0.008373851971907077
yahoo / organic,01,10816,10397,1272,63.36241299303944,0.7391183294663574,50508,277,0.009651972157772621
WA / email,09,10715,9132,2289,97.2771152754117,0.8051296611773614,85996,1736,0.055460912360401286
yahoo / cpc,01,10513,10005,975,35.923459149546105,0.5845198279980889,54794,1582,0.06086956521739131
WA / email,08,10496,9425,1925,87.78515662650602,0.7297349397590361,82983,1809,0.05879518072289157
bing / cpc,05,10375,9249,2273,68.19546520719312,0.7408131352619234,66766,1558,0.048964034401876466
yahoo / organic,12,10361,9978,1302,65.13792099388527,0.7663787246433078,49383,374,0.010385324662719596
yahoo / organic,03,10100,9680,1183,60.498308457711445,0.7476616915422886,46955,209,0.008656716417910448
yahoo / organic,02,10011,9678,1238,65.12956443013782,0.7626999295845488,47539,289,0.00905341514938135
yahoo / cpc,08,9927,9288,1245,43.142770043694746,0.5753480337364089,56548,1455,0.059750025403922366
bing / cpc,09,9921,8741,2267,67.15788933374397,0.7668617185093933,64444,1206,0.04250076994148445
bing / organic,07,9857,8314,2808,88.6029198591841,0.8530751708428246,80870,1456,0.043487264443984264
yahoo / cpc,07,9607,9036,1352,50.94726336800084,0.6467065868263473,56493,1412,0.05483769303498267
bing / cpc,08,9448,8348,2127,66.77874489576617,0.7180313776058457,59416,1160,0.04061895551257253
yahoo / cpc,05,9252,8710,1080,43.67306224790145,0.6075438787746648,50287,1237,0.05363566990079582
bing / cpc,02,9232,8171,2081,69.37952998023282,0.7773995168021085,62401,1657,0.05787392927739952
bing / cpc,01,9194,8007,2111,63.527276751134224,0.7533473497842205,60828,1509,0.053668252738740735
yahoo / cpc,04,9183,8698,1080,45.613016325189,0.6130163251889996,51876,1526,0.06332858551550345
WA / email,11,8997,8116,1285,52.39905469277515,0.8538149898717083,73494,6862,0.3229799684897592
bing / organic,06,8981,7661,2721,93.17256637168141,0.8848422963467212,72406,1502,0.0482187429090084
yahoo / cpc,09,8729,8094,1154,41.7324546190311,0.5969476240027749,49615,1342,0.060353798126951096
yahoo / cpc,10,8664,8007,1236,48.4185232707337,0.6121544383529687,52171,1419,0.060888837046541466
bing / organic,09,8585,7197,2706,95.52716488730724,0.8486358244365362,72036,1293,0.042111506524317915
bing / organic,10,8561,7072,2804,109.23435068821065,0.9539198084979055,80234,1411,0.04596050269299821
bing / organic,05,8310,7131,2591,92.19933431952663,0.9394723865877712,66919,1524,0.05276134122287968
yahoo / cpc,11,8124,7593,1036,45.80471756672874,0.6078212290502794,46013,1020,0.04965859714463067
Facebook / banner,01,8063,7310,1187,3.297640891218873,0.6149410222804719,46738,2823,0.14246395806028833
yahoo / cpc,12,7939,7464,1014,46.47427264642358,0.596747554313302,44653,1057,0.0519629017913861
yahoo / cpc,02,7832,7326,800,38.405731911065416,0.5784603521398278,42086,1414,0.07325536563423725
an / paid,10,7805,7858,1108,1.6621812123542228,0.460079456619249,36689,25,0.0012815583749839804
bing / organic,08,7484,6102,2317,94.43666210670315,0.8727770177838577,62377,1166,0.04445964432284542
bing / organic,04,7453,6295,2375,99.95921450151057,0.9283163965943422,62130,1282,0.04861301840153804
bing / organic,01,7213,6203,2174,84.7756338028169,0.8816901408450705,55690,1244,0.04929577464788732
WA / email,07,7142,6539,1562,115.0856338028169,0.852112676056338,63850,2611,0.12197183098591549
yahoo / cpc,03,6827,6503,664,37.93101926753934,0.5683188704221209,35936,974,0.060008824827180465
bing / organic,11,6784,5433,2345,100.80451583573269,0.9475678133050462,61351,1221,0.05152295802394302
bing / organic,02,6504,5540,1864,84.93364705882352,0.8100392156862745,51895,1233,0.05584313725490196
bing / organic,12,6490,5394,2028,92.26737207833229,0.90698041692988,56358,1528,0.06238155401137081
bing / cpc,03,6082,5177,1631,71.06746298788694,0.7402422611036339,46597,1334,0.06948183041722746
bing / organic,03,5809,4847,1703,86.30557515878617,0.8847918136908962,48575,1112,0.05628087508821454
bizstudy / external,09,5553,5593,156,40.202233027192506,0.7134882045741041,28512,0,0
Facebook / banner,12,5528,5066,805,1.6024004572299486,0.5787769098875977,32088,660,0.049342731948942654
Facebook / banner,03,5245,4421,644,4.392090870845604,0.852334875893984,35778,5526,0.38620109381573414
fb / banner,10,5034,4808,239,28.03779366700715,0.4817160367722165,23726,83,0.0012257405515832482
Facebook / banner,08,4959,4773,407,4.411752534657563,0.4860335195530726,25177,2746,0.2149803434719636
fb / banner,09,4809,4617,272,34.029374201787995,0.5283099191145169,24402,2,0.00021285653469561516
Facebook / banner,10,4800,4395,657,3.0505556766179995,0.6840270211375027,29330,2637,0.21660492482022228
an / paid,11,4321,3586,923,2.711071789686552,0.6322042467138523,23307,91,0.003033367037411527
meta / banner,12,4149,4080,505,0.2820699708454811,0.40889212827988336,20471,6,0.00048590864917395527
Facebook / banner,09,4106,3793,443,4.695031847133758,0.7951592356687898,27513,4508,0.403312101910828
WA / email,12,3559,2895,830,66.69922658264107,0.8696648524778,32265,3187,0.290461185906617
WA / email,05,3296,2937,613,63.05927283837458,0.76993583868011,26896,2871,0.308890925756187
Facebook / banner,11,3123,2776,422,3.3575094081423194,0.7304139582620596,19653,2602,0.31679781046869654
fb / banner,08,3042,3024,201,35.56850445691647,0.5685044569164741,16297,2,0.0003301419610432486
google / banner,03,2976,2973,43,1.205981182795699,0.37298387096774194,13298,1924,0.2752016129032258
WA / email,06,2871,2407,682,87.33675637393767,0.9518413597733711,28155,3367,0.4603399433427762
Facebook / banner,07,2600,2420,128,6.175735590487706,0.41193067311567916,12151,1381,0.2192664248286981
meta / banner,01,2567,2328,440,0.883892068683565,0.5915780866721178,15174,15,0.0012264922322158627
WA / email,03,2332,1939,526,57.14851916376307,0.8641114982578397,22067,2230,0.3192508710801394
(data not available),02,2300,2158,319,28.381810193321616,1.115992970123023,30153,7270,0.8479789103690686
WA / email,02,2278,1703,822,98.87270282384581,1.092783505154639,27768,3616,0.47601972209771404
WA / email,04,2161,1804,531,74.68741159830269,0.9118340405469119,22006,2897,0.4592173503064592
(data not available),05,2144,2105,162,24.184680451127818,0.9257518796992481,24087,5287,0.6724624060150376
WA / email,01,2059,1486,750,112.55373134328359,0.9900497512437811,23347,1979,0.26965174129353237
(data not available),03,2055,1908,226,13.822046465645082,0.8813643104300544,18142,3640,0.5190311418685121
(data not available),04,1912,1914,87,21.71286610878661,0.7515690376569037,18690,3689,0.5402719665271967
(data not available),06,1849,1798,146,17.33023510114817,0.782941498086386,16970,3222,0.46145434663750684
xtech / external,10,1847,1722,263,60.318824809575624,0.5511425462459195,11560,4,0.001632208922742111
Facebook / banner,04,1833,1728,85,7.6080459770114945,0.44080459770114944,8211,899,0.23275862068965517
eventory / external,09,1773,1751,50,17.517494356659142,0.3154627539503386,7400,0,0
(data not available),07,1627,1565,156,20.13200498132005,0.8200498132004981,16204,3300,0.5647571606475716
(data not available),08,1377,1318,136,16.41409691629956,0.7026431718061674,12159,2366,0.49706314243759175
(data not available),01,1372,1292,193,28.32819383259912,1.0704845814977975,17285,4038,0.7914831130690162
Facebook / banner,06,1367,1230,72,7.589622641509434,0.26808176100628933,5269,200,0.06210691823899371
xtech / external,09,1350,1342,169,70.96958456973294,0.6654302670623146,9796,4,0.001483679525222552
help.spa-cloud.com / referral,03,1233,1106,192,46.17724649629019,0.47980214344600164,5686,53,0.021434460016488046
(data not available),11,1194,1103,187,27.174849267872524,1.1619293712316967,15377,3506,0.7235142118863049
(data not available),10,1174,1112,133,27.372735116479724,0.9732528041415013,13172,2695,0.6186367558239861
help.spa-cloud.com / referral,02,1134,1017,171,52.680430879712745,0.5628366247755835,5404,85,0.03052064631956912
help.spa-cloud.com / referral,04,1131,982,216,57.87174887892377,0.5946188340807175,5970,117,0.03497757847533632
google / banner,07,1128,1126,15,8.827861579414375,0.2670807453416149,4488,362,0.15173025732031944
fb / banner,11,1096,1015,69,22.811909262759926,0.3705103969754253,4757,2,0
help.spa-cloud.com / referral,01,1093,975,159,47.66477809254013,0.5769593956562795,5196,80,0.02644003777148253
yahoo / banner,07,1092,1013,102,4.324882629107981,0.1784037558685446,4176,11,0.003755868544600939
boxil / external,10,1083,1041,93,38.797597042513864,0.33826247689463956,6198,18,0.0018484288354898336
help.spa-cloud.com / referral,12,1080,973,166,46.772426817752596,0.5250236071765817,5245,107,0.0339943342776204
(data not available),12,1070,979,140,25.96201329534663,1.030389363722697,12412,2847,0.7283950617283951
(data not available),09,1051,979,109,20.044747081712064,0.8326848249027238,9986,2011,0.5680933852140078
econavi / external,10,1038,1036,2,2.060693641618497,0.03275529865125241,3216,0,0
eventory / external,11,996,983,19,9.916582914572864,0.23919597989949748,3609,0,0
Facebook / banner,05,984,889,50,14.666303162486368,0.37731733914940024,4294,315,0.11886586695747
yahoo / banner,02,961,921,88,5.812301166489926,0.2788971367974549,4278,54,0.016967126193001062
yrmk / display,07,947,862,74,5.237723214285714,0.16741071428571427,3635,18,0.006696428571428571
tdb-invoice.transprint.spa-cloud.com / referral,12,942,856,113,13.836909871244636,0.41952789699570814,3961,48,0.022532188841201718
help.spa-cloud.com / referral,05,935,796,181,63.62967032967033,0.578021978021978,4697,85,0.03736263736263736
yahoo / banner,06,896,852,50,7.446735395189004,0.16494845360824742,3361,8,0.004581901489117984
boxil / external,09,894,863,55,30.649379932356258,0.24351747463359638,4560,0,0
yrmk / display,06,880,848,52,7.626604434072346,0.19253208868144692,3462,9,0.004667444574095682
econavi / external,09,875,875,3,2.7805714285714287,0.04,2781,0,0
tdb-invoice.transprint.spa-cloud.com / referral,01,862,719,168,13.889020070838253,0.3789846517119244,3540,40,0.021251475796930343
boxil / external,08,846,831,76,67.7914691943128,0.38270142180094785,5776,7,0.002369668246445498
help.spa-cloud.com / referral,11,816,733,109,57.1765447667087,0.6191677175283733,4157,73,0.03530895334174023
tdb-invoice.transprint.spa-cloud.com / referral,11,791,725,81,19.237483953786906,0.42362002567394097,3238,16,0.010269576379974325
tdb-invoice.transprint.spa-cloud.com / referral,02,763,618,160,10.874163319946453,0.3668005354752343,3076,24,0.01606425702811245
yahoo / banner,03,755,723,41,1.739652870493992,0.4272363150867824,3573,532,0.30173564753004006
yahoo / banner,08,749,695,66,4.460580912863071,0.2033195020746888,3021,12,0.006915629322268326
statics.teams.cdn.office.net / referral,10,727,530,371,170.76170212765956,1.2,9664,82,0.03829787234042553
tdb-invoice.transprint.spa-cloud.com / referral,04,714,621,110,13.955650929899857,0.40486409155937053,2919,38,0.02575107296137339
help.spa-cloud.com / referral,06,711,583,154,75.27470930232558,0.6744186046511628,4047,124,0.03924418604651163
ydsa / cpc,09,699,607,143,72.71366279069767,0.7616279069767442,4957,145,0.05377906976744186
ydsa / cpc,10,691,588,163,65.51176470588236,0.7676470588235295,5051,122,0.057352941176470586
yahoo / banner,10,669,626,48,4.4145962732919255,0.22981366459627328,2663,8,0.004658385093167702
eventory / external,08,635,636,50,55.98425196850393,0.3968503937007874,4086,0,0
statics.teams.cdn.office.net / referral,09,635,485,314,194.4543973941368,1.1889250814332248,8869,78,0.03908794788273615
help.spa-cloud.com / referral,07,622,514,119,61.59364548494983,0.6070234113712375,3279,64,0.038461538461538464
eventory / external,10,620,587,44,30.364820846905538,0.28175895765472314,3141,0,0
tdb-invoice.transprint.spa-cloud.com / referral,05,600,513,99,14.981132075471699,0.4236706689536878,2453,24,0.02058319039451115
bizstudy / external,10,599,508,100,79.06129597197898,0.5551663747810858,3740,0,0
help.spa-cloud.com / referral,10,597,512,115,65.98113207547169,0.6432246998284734,3294,43,0.0274442538593482
yahoo / banner,11,591,547,60,4.297391304347826,0.2539130434782609,2424,19,0.01217391304347826
ydsa / cpc,04,582,518,145,86.90106007067138,0.842756183745583,5070,131,0.0636042402826855
tdb-invoice.transprint.spa-cloud.com / referral,03,575,456,115,6.945750452079566,0.24954792043399637,2267,0,0
yrmk / display,08,572,519,39,7.233885819521179,0.23941068139963168,2296,4,0.003683241252302026
hs_email / email,03,570,505,98,79.20671378091873,0.5724381625441696,5011,338,0.2226148409893993
help.spa-cloud.com / referral,09,566,481,109,66.64195298372513,0.6112115732368897,2918,31,0.023508137432188065
yahoo / banner,09,565,518,53,4.544117647058823,0.19852941176470587,2192,18,0.012867647058823529
google / banner,06,553,552,9,7.122965641952984,0.21880650994575046,2104,90,0.0759493670886076
yrmk / display,04,552,522,31,12.319702602230484,0.14869888475836432,2038,2,0.0018587360594795538
hs_email / email,02,549,534,115,69.35766423357664,0.8978102189781022,5544,1043,0.5182481751824818
ydsa / cpc,11,549,472,115,48.737037037037034,0.687037037037037,3408,64,0.046296296296296294
ydsa / cpc,01,547,483,113,70.28518518518518,0.7777777777777778,3749,68,0.053703703703703705
bizstudy / external,11,543,481,85,68.0410447761194,0.542910447761194,3564,0,0
sangyotimes / external,09,543,608,10,37.62799263351749,0.7918968692449355,3243,0,0
service.smt.docomo.ne.jp / referral,04,539,528,60,60.407476635514016,0.6317757009345795,2292,4,0.003738317757009346
yahoo / banner,01,536,509,36,2.963878326996198,0.2262357414448669,2211,10,0.009505703422053232
boxil / external,11,535,492,58,50.95112781954887,0.287593984962406,3310,6,0.0018796992481203006
help.spa-cloud.com / referral,08,535,447,98,73.94777562862669,0.6402321083172147,3108,67,0.03868471953578337
yahoo / banner,12,533,497,48,4.028846153846154,0.22884615384615384,2262,19,0.013461538461538462
service.smt.docomo.ne.jp / referral,05,525,520,40,58.5697896749522,0.6730401529636711,2259,6,0.0057361376673040155
tdb-invoice.transprint.spa-cloud.com / referral,06,525,430,102,14.43222003929273,0.3477406679764244,2088,23,0.01768172888015717
ydsa / cpc,05,522,443,171,130.60428849902533,0.9649122807017544,5474,181,0.10916179337231968
meta / banner,11,520,510,55,2.7286821705426356,0.375968992248062,2355,12,0.007751937984496124
service.smt.docomo.ne.jp / referral,09,514,501,48,54.09411764705882,0.6078431372549019,2157,8,0.00784313725490196
yahoo / banner,05,512,477,39,5.0120481927710845,0.178714859437751,1907,8,0.008032128514056224
ydsa / cpc,08,506,414,143,82.01016260162602,0.8882113821138211,4313,117,0.07113821138211382
yahoo / banner,04,494,469,32,6.855371900826446,0.15495867768595042,1823,4,0.004132231404958678
ig / paid,10,491,491,23,42.22699386503067,0.3824130879345603,2422,0,0
yrmk / display,05,491,467,36,7.484472049689441,0.16770186335403728,1867,14,0.012422360248447204
ydsa / cpc,12,486,425,101,67.48958333333333,0.7229166666666667,3591,100,0.05625
service.smt.docomo.ne.jp / referral,02,482,473,46,65.104821802935,0.6540880503144654,2050,6,0.0041928721174004195
tdb-invoice.transprint.spa-cloud.com / referral,07,479,379,99,11.4400871459695,0.3747276688453159,1917,23,0.02178649237472767
service.smt.docomo.ne.jp / referral,10,478,470,53,65.80293501048219,0.7085953878406709,2461,4,0.0041928721174004195
service.smt.docomo.ne.jp / referral,03,476,469,35,52.704016913319236,0.6321353065539113,1955,0,0
service.smt.docomo.ne.jp / referral,06,460,458,46,56.65502183406114,0.6397379912663755,1937,2,0.002183406113537118
ydsa / cpc,02,454,387,94,64.85681818181818,0.7840909090909091,3383,119,0.08863636363636364
ydsa / cpc,07,454,336,171,151.4145785876993,1.216400911161731,6337,180,0.10022779043280182
statics.teams.cdn.office.net / referral,11,443,284,264,193.43559718969556,1.2084309133489461,7346,114,0.06557377049180328
service.smt.docomo.ne.jp / referral,07,436,426,40,73.37209302325581,0.6906976744186046,1859,2,0.002325581395348837
tdb-invoice.transprint.spa-cloud.com / referral,08,436,357,76,10.985680190930788,0.34844868735083534,1769,28,0.03341288782816229
service.smt.docomo.ne.jp / referral,08,432,429,34,50.46867749419953,0.580046403712297,1778,0,0
statics.teams.cdn.office.net / referral,08,430,319,225,175.9640287769784,1.1558752997601918,5463,60,0.03597122302158273
hs_email / email,05,426,405,56,47.406103286384976,0.4671361502347418,2961,361,0.17136150234741784
service.smt.docomo.ne.jp / referral,12,419,411,43,64.93509615384616,0.6682692307692307,1822,11,0.009615384615384616
ydsa / cpc,06,419,320,137,112.30348258706468,0.945273631840796,4137,166,0.10696517412935323
statics.teams.cdn.office.net / referral,07,418,328,206,113.78054862842893,1.0299251870324189,4045,103,0.07231920199501247
tdb-invoice.transprint.spa-cloud.com / referral,09,413,325,83,14.052763819095478,0.33668341708542715,1686,27,0.032663316582914576
em.macnica.co.jp / referral,07,411,410,30,16.978102189781023,0.20437956204379562,2176,210,0.09245742092457421
service.smt.docomo.ne.jp / referral,11,395,386,36,62.17602040816327,0.701530612244898,1807,4,0.00510204081632653
tdb-invoice.transprint.spa-cloud.com / referral,10,389,312,79,8.881578947368421,0.35526315789473684,1605,27,0.034210526315789476
service.smt.docomo.ne.jp / referral,01,375,372,35,66.09333333333333,0.648,1617,6,0.008
econipass.com / referral,12,366,362,16,10.551912568306012,0.5081967213114754,1987,285,0.3442622950819672
ig / paid,11,364,340,33,43.94318181818182,0.3721590909090909,1822,2,0.002840909090909091
bizhint.jp / email,02,358,417,5,11.69832402234637,0.8994413407821229,4544,1289,0.9888268156424581
google / banner,05,350,350,8,6.9314285714285715,0.7114285714285714,2197,507,0.6628571428571428
yrmk / display,09,350,314,23,3.6203703703703702,0.16358024691358025,1357,6,0.006172839506172839
statics.teams.cdn.office.net / referral,04,339,249,146,104.82758620689656,1.1567398119122256,3669,94,0.09090909090909091
statics.teams.cdn.office.net / referral,12,338,207,201,132.92012779552715,1.1884984025559104,3798,131,0.09904153354632587
statics.teams.cdn.office.net / referral,01,337,236,189,133.13707165109034,1.0591900311526479,3784,96,0.06853582554517133
m.facebook.com / referral,10,332,318,9,7.613003095975232,0.2786377708978328,1160,4,0.0030959752321981426
statics.teams.cdn.office.net / referral,06,329,258,174,94.66876971608833,1.0063091482649842,3292,124,0.09779179810725552
statics.teams.cdn.office.net / referral,02,324,221,161,103.09967845659163,1.0064308681672025,3084,147,0.12540192926045016
logi-today.com / referral,04,317,316,60,36.35015772870663,0.7097791798107256,1720,3,0.0031545741324921135
yrmk / display,10,313,295,15,6.46,0.21,1228,5,0.006666666666666667
mail / Email,10,309,316,13,16.51779935275081,0.5339805825242718,1459,0,0
statics.teams.cdn.office.net / referral,05,296,214,155,147.135231316726,1.1530249110320285,3701,110,0.099644128113879
google / banner,04,292,291,5,5.546391752577319,0.47766323024054985,1411,194,0.3024054982817869
yrmk / display,12,280,258,22,2.828996282527881,0.2527881040892193,1137,2,0.0037174721189591076
yrmk / display,11,273,262,13,8.184905660377359,0.15849056603773584,1044,0,0
hs_email / email,07,266,227,72,125.04980842911877,0.9425287356321839,2447,172,0.12260536398467432
statics.teams.cdn.office.net / referral,03,263,187,145,133.9003984063745,1.0836653386454183,2813,88,0.09561752988047809
xtech / external,11,260,201,97,147.78210116731518,0.8910505836575876,3353,11,0.019455252918287938
fb / paid,11,251,241,18,57.506024096385545,0.4939759036144578,1554,2,0.004016064257028112
fb / paid,10,246,243,12,42.22540983606557,0.4139344262295082,1224,0,0
facebook.com / referral,10,241,240,0,4.758333333333334,0.7208333333333333,969,2,0.004166666666666667
yrmk / display,01,240,222,13,3.4473684210526314,0.19298245614035087,971,2,0.0043859649122807015
youtube.com / referral,11,235,229,27,34.37931034482759,0.5603448275862069,1278,13,0.021551724137931036
yrmk / display,02,221,206,15,2.9299065420560746,0.2570093457943925,926,4,0.004672897196261682
chatgpt.com / referral,07,219,202,80,214.87037037037038,1.2407407407407407,3133,66,0.06481481481481481
ydsa / cpc,03,219,169,55,77.19626168224299,0.8317757009345794,1878,43,0.06542056074766354
meta / banner,02,218,0,110,1.0636363636363637,3.3727272727272726,3033,63,0.09090909090909091
t.co / referral,11,215,199,31,61.94859813084112,0.8364485981308412,1598,9,0.004672897196261682
wingarc.com / referral,01,215,183,74,51.4811320754717,0.8490566037735849,1448,0,0
facebook.com / referral,09,213,213,0,4.657276995305164,0.6948356807511737,852,8,0.018779342723004695
m.facebook.com / referral,02,208,205,0,1.751219512195122,0.22926829268292684,731,40,0.0975609756097561
youtube.com / referral,10,207,206,30,18.902912621359224,0.5436893203883495,997,2,0.0048543689320388345
chatgpt.com / referral,10,202,172,95,190.91752577319588,1.231958762886598,2681,90,0.10309278350515463
t.co / referral,10,202,188,36,73.87623762376238,0.9405940594059405,1742,6,0.01485148514851485
chatgpt.com / referral,11,196,159,85,129.34031413612564,1.198952879581152,2439,38,0.04712041884816754
t.co / referral,07,192,175,24,92.32984293193718,1.0418848167539267,1578,12,0.031413612565445025
m.facebook.com / referral,11,190,179,8,11.527173913043478,0.266304347826087,795,2,0.005434782608695652
chatgpt.com / referral,06,188,173,75,93.65591397849462,0.8924731182795699,1819,40,0.08602150537634409
wingarc.com / referral,03,188,155,64,37.84324324324324,0.7675675675675676,1251,0,0
storks.jp / referral,11,187,182,18,18.796791443850267,0.40106951871657753,883,2,0.0053475935828877
wingarc.com / referral,02,187,156,57,63.3756906077348,0.8121546961325967,1202,0,0
chatgpt.com / referral,05,183,175,66,70.53551912568307,0.8852459016393442,1727,85,0.09289617486338798
templateb / external,10,182,181,5,8.807692307692308,0.14285714285714285,713,0,0
jpcb / external,09,179,179,9,27.955307262569832,0.4245810055865922,854,0,0
chatgpt.com / referral,09,178,156,60,204.4327485380117,1.2105263157894737,2366,56,0.07602339181286549
ydn / display,02,178,175,12,7.286516853932584,0.1797752808988764,675,0,0
logi-today.com / referral,06,176,170,31,64.75568181818181,0.8465909090909091,1131,0,0
wingarc.com / referral,09,176,149,56,39.93413173652694,0.7425149700598802,1061,0,0
wingarc.com / referral,12,172,149,47,47.74556213017752,0.6745562130177515,1064,0,0
nikkeixtech / external,02,171,163,29,104.44444444444444,0.8830409356725146,1535,58,0.11695906432748537
chatgpt.com / referral,08,170,149,73,203.35365853658536,1.1097560975609757,2429,54,0.07317073170731707
