# ----------------------------------------
# ユーザー獲得: ユーザーの最初の参照元 / メディア
# アカウント: www.wingarc.com
# プロパティ: https://www.wingarc.com - GA4
# ----------------------------------------
# 
# すべてのユーザー
# 開始日: 20240401
# 終了日: 20250331
ユーザーの最初の参照元 / メディア,月,総ユーザー数,新規ユーザー数,リピーター数,アクティブ ユーザーあたりの平均エンゲージメント時間,エンゲージメントのあったセッション数（1 アクティブ ユーザーあたり）,イベント数,キーイベント,ユーザー キーイベント率
(direct) / (none),01,37053,33065,5313,61.816125860373646,0.9221839833934229,342650,13077,0.09726319239593575
(direct) / (none),08,31042,25982,7007,93.32922350472194,0.9269412381951732,319151,8039,0.06977964323189927
(direct) / (none),11,30680,24802,7535,89.86192971331309,0.9751693755631946,325411,9492,0.09087875045889932
(direct) / (none),07,28677,24029,6845,88.8739567425507,0.943459885641226,327111,7908,0.061441204673793375
(direct) / (none),03,26594,22882,4829,79.61437281895924,0.8051923150669172,256570,10941,0.12865743758867967
(direct) / (none),04,25470,20823,5812,77.12204439440245,0.8802074955766447,248927,6730,0.06470162457777062
(direct) / (none),02,25183,21105,5480,84.77348761672756,0.920584652862363,276916,12543,0.1351603735282176
(direct) / (none),12,24895,20577,5518,88.96394616619335,0.9450137877104169,264440,8797,0.10289336132032761
yahoo / organic,04,24514,23806,3055,66.07630109998358,0.7401494007552126,112147,528,0.007305861106550649
yahoo / organic,05,23426,22872,2885,66.72353572194808,0.7228491739969963,107929,512,0.007723664449688908
(direct) / (none),05,22845,18505,5629,82.24806132054327,0.9347796853287911,237533,5969,0.06804428705903447
(direct) / (none),06,22635,18539,5665,88.28854575827351,0.9646936656282451,245546,6250,0.06677502370310172
yahoo / organic,06,20876,20122,2717,67.16742168674699,0.728433734939759,96351,488,0.00833734939759036
yahoo / organic,07,20463,19640,2578,67.0425657409683,0.7359547800442369,94100,419,0.008011796510199067
yahoo / organic,10,18514,17927,2407,70.47951663595968,0.753061666847296,90264,487,0.009212094938766664
yahoo / organic,03,17368,16832,2139,66.39415550530526,0.7440134516147736,78774,378,0.00788542935003189
yahoo / organic,11,16278,15822,2096,68.24982990041443,0.7546236160079174,77002,371,0.00878332405517412
yahoo / organic,02,15947,15450,2035,68.32569589092975,0.7386858549517137,74191,411,0.009026068295146121
yahoo / organic,01,15928,15439,1997,65.84132887852235,0.7345394944209797,73012,340,0.008069091596797579
yahoo / organic,09,15087,14421,1958,72.5395774836208,0.7452868030485359,71164,420,0.00956010161786335
yahoo / organic,12,15039,14493,1989,65.41234766305075,0.7265300656220705,69056,339,0.008838891120932101
yahoo / organic,08,14809,14178,1949,68.35071539974233,0.7366922085847969,69608,376,0.008611921068691937
bing / organic,05,14673,13118,3955,88.31711537130597,0.8641428472558654,93334,1485,0.02858329296145062
bing / cpc,02,14421,13476,2822,67.22495287300147,0.7391607903372198,89122,1992,0.045870278572924666
bing / cpc,12,14368,13332,2738,57.79441677772322,0.7115802763554745,86495,1732,0.04313670477660097
bing / organic,07,14122,12455,4161,89.69006479481641,0.8843052555795536,95809,1673,0.033837293016558675
bing / organic,10,13609,11746,3999,105.0792345642099,0.9228584242786665,111104,1479,0.0331140678726267
bing / organic,04,13221,12018,3524,85.5256950294861,0.8773837788159607,86095,1335,0.029409512139082484
bing / organic,06,13146,11623,3905,89.42291393789968,0.8866630711148779,87763,1457,0.03182063333076508
bing / cpc,01,12848,11528,2454,61.2036191974823,0.703933910306845,76054,1750,0.047364280094413846
bing / cpc,03,12823,11612,2481,60.497396655096246,0.7264910066266961,77014,2037,0.05451246449984222
bing / cpc,11,12501,11416,2450,60.53804435810264,0.7133721871458637,75018,1541,0.044439048081593005
bing / organic,11,12319,10710,3271,81.06039824836817,0.8078988680492439,84146,1351,0.03321490539535652
bing / cpc,07,12277,11053,2531,58.94664684506112,0.6994549058473737,75881,1408,0.037826230591344566
yahoo / cpc,01,12230,11509,1445,41.96821213868072,0.5702874083834308,66768,1785,0.05394054187597793
bing / organic,09,12202,10494,3533,99.09015639374425,0.9424604833988459,90182,1357,0.033787739399514925
yahoo / cpc,02,11869,11104,1378,44.906350550381035,0.6044030482641829,63611,1458,0.048518204911092294
yahoo / cpc,03,11648,11107,1297,37.141026750930656,0.5842784174530343,62931,1749,0.06120682192018007
yahoo / cpc,09,11568,10762,1631,45.5078784713154,0.6001566988769914,66743,1231,0.03786889527291721
yahoo / cpc,10,11403,10538,1747,51.8909605018998,0.6161526906423964,67543,1065,0.03163382521869754
bing / organic,08,11257,9794,3350,94.58614452383105,0.8978022971873022,78797,1184,0.030749751288776342
yahoo / cpc,11,11004,10207,1570,44.63134273676498,0.5826158637113025,62515,1437,0.04854368932038835
bing / cpc,08,10412,9415,2216,63.081600932582084,0.7066252185739266,65798,1246,0.0392461628132893
Facebook / banner,08,10339,10270,302,4.117292941062239,0.18603747936692883,36925,677,0.02815807359937858
bing / cpc,10,10253,9002,2246,71.42797825012357,0.7568956994562531,69596,1185,0.037567968363816116
bing / cpc,09,9615,8469,2224,69.61396282213772,0.7359526827207435,63818,1305,0.044993662864385296
yahoo / cpc,06,9154,8419,1424,47.272707157871444,0.5970793229339528,52332,1081,0.039606151122911826
bing / cpc,06,9122,8244,2030,66.85614695142193,0.7249087086422485,59420,1166,0.043487883147062076
yahoo / cpc,12,9004,8177,1378,45.33396967995508,0.5849522740033689,51107,1391,0.062212240314430095
bing / organic,12,8627,7260,2519,84.46468977015601,0.8605454328926998,62771,1227,0.04096701202810528
yahoo / cpc,04,8622,7892,1473,50.0260788211905,0.6274119985966553,49974,877,0.03613612442989124
yahoo / cpc,08,8522,7802,1207,44.9010663507109,0.5661137440758294,46394,830,0.03495260663507109
yahoo / cpc,07,8516,7718,1461,50.889877773822235,0.6602586922985642,50820,969,0.04093983624065504
yahoo / cpc,05,8277,7623,1327,52.32824520698498,0.6183905238734888,48991,1022,0.040542190743680546
bing / cpc,05,8063,7225,1760,62.71652851042452,0.7017081135393117,52746,1120,0.04709871891484552
bing / cpc,04,7798,7163,1614,64.42112767336357,0.7030460142579391,49857,993,0.03979261179520415
bing / organic,01,7576,6389,2323,93.66517917511833,0.8911426639621366,56593,1020,0.042190669371196754
bing / organic,02,6894,5791,2116,98.65842829658132,0.8891519905283409,54616,1083,0.04735829510137635
bing / organic,03,6688,5676,2068,93.2179291386683,0.9054673182651192,53328,1232,0.05177153329260843
WA / email,01,5450,5004,687,49.61656498428545,0.850064706969865,44649,5701,0.46589018302828616
Facebook / banner,09,4657,4538,120,5.40862333114467,0.6154519588531407,23596,4910,0.5001094331363537
itmedia / external,10,4251,4037,748,83.72697290930506,0.6089517078916372,35300,15,0.0009422850412249705
WA / email,11,3927,3455,726,58.42714212416624,0.5805541303232427,26425,1028,0.10928681375064135
facebook / display,10,3736,3677,177,30.54084658937719,0.4807225667295767,17659,6,0.00026961445133459155
nikkeibp / external,09,3631,3489,507,74.16178906681391,0.6200993926007731,23910,0,0
WA / email,07,3356,2689,1017,86.00243235025843,0.7996351474612344,26705,1029,0.10307084220127698
WA / email,12,3343,2911,691,61.96762481089259,0.7885022692889562,27095,2402,0.29773071104387294
facebook / display,09,3225,3214,30,9.85749767153058,0.40080720273207077,12095,20,0.0009313877677739833
WA / email,04,2856,2513,647,65.51824300389656,0.8111937654976975,23031,1960,0.23662770102727596
WA / email,05,2793,2408,654,63.37844702467344,0.7053701015965167,21587,1370,0.17198838896952104
nikkeibp / external,10,2772,2425,561,73.11333819241983,0.6698250728862973,19643,9,0.0010932944606413995
WA / email,06,2686,2161,826,89.32828474062855,0.9076107535024612,23920,1820,0.20673987126088603
WA / email,08,2421,1757,867,103.31305449936629,0.9497253907900296,21701,1346,0.20236586396282213
WA / email,09,2387,1658,890,111.17780634104541,0.9605826906598115,23618,972,0.16066838046272494
WA / email,10,2314,1578,885,131.50641309155242,1.1751437417072093,27200,1389,0.2516585581601061
WA / email,02,2153,1693,661,89.32828043581242,0.896257697773567,19731,1778,0.2567503552818569
itmedia / external,09,1782,1774,239,81.15,0.5634831460674158,12747,9,0.0011235955056179776
WA / email,03,1739,1396,461,75.5480093676815,0.8190866510538641,14290,1272,0.26229508196721313
help.spa-cloud.com / referral,04,1609,1416,315,34.84504391468005,0.6267252195734002,8951,394,0.09473023839397741
help.spa-cloud.com / referral,05,1560,1330,331,33.00324886289798,0.6179337231968811,8590,345,0.07797270955165692
google / banner,08,1475,1469,6,1.1091525423728814,0.18779661016949153,5217,268,0.09016949152542372
Facebook / banner,02,1340,1285,72,9.88991531947652,0.2963818321785989,5547,223,0.06928406466512702
help.spa-cloud.com / referral,06,1294,1119,268,72.81989036805011,0.6648394675019577,6886,163,0.05559906029757244
help.spa-cloud.com / referral,02,1290,1161,178,70.97951142631993,0.6099290780141844,6441,143,0.04018912529550828
Facebook / banner,07,1282,1250,66,13.044338875692794,0.33174980205859067,5176,132,0.0332541567695962
google / banner,10,1235,1234,3,1.1020242914979756,0.21214574898785424,4499,422,0.16761133603238867
Microsoft / banner,02,1204,1204,21,2.660299003322259,0.0888704318936877,4071,4,0.0016611295681063123
help.spa-cloud.com / referral,07,1154,963,247,70.04862953138816,0.6755083996463307,6131,131,0.04774535809018567
help.spa-cloud.com / referral,03,1112,957,208,64.52258064516128,0.6211981566820276,5691,95,0.03686635944700461
Facebook / banner,04,1080,1037,58,9.184659090909092,0.4375,5090,688,0.26799242424242425
facebook.com / referral,10,1079,1070,0,4.399443929564412,0.5227062094531975,3977,14,0.006487488415199258
tdb-invoice.transprint.spa-cloud.com / referral,03,1040,1040,49,20.184615384615384,0.44903846153846155,4460,64,0.028846153846153848
microsoft / cpc,10,1011,1006,180,106.91765873015873,0.7668650793650794,9084,87,0.021825396825396824
help.spa-cloud.com / referral,08,946,790,216,80.17868675995695,0.6867599569429494,5344,142,0.04628632938643703
help.spa-cloud.com / referral,01,891,770,174,75.49828178694158,0.6426116838487973,4648,82,0.0286368843069874
ydsa / cpc,10,879,747,273,98.4364896073903,0.9133949191685913,8214,251,0.07621247113163972
help.spa-cloud.com / referral,12,875,759,168,65.00116144018583,0.6097560975609756,4406,94,0.032520325203252036
yahoo / banner,05,846,796,68,8.090243902439024,0.17560975609756097,3227,24,0.01097560975609756
Facebook / banner,10,832,772,57,10.077117572692794,0.40328697850821743,3755,323,0.16308470290771176
yrmk / display,01,823,771,69,7.7284105131414265,0.18523153942428036,3079,18,0.008760951188986232
google / banner,09,807,803,11,2.0582403965303593,0.4114002478314746,3430,482,0.29244114002478316
yrmk / display,02,772,695,80,11.693657219973009,0.21322537112010798,2855,20,0.012145748987854251
Facebook / banner,11,738,699,37,13.555555555555555,0.5274261603375527,3763,594,0.3431786216596343
Facebook / banner,06,737,712,37,8.856545961002785,0.3231197771587744,2980,161,0.0905292479108635
google / banner,11,737,735,0,0.47218453188602444,0.13161465400271372,2431,95,0.06377204884667571
statics.teams.cdn.office.net / referral,10,733,601,327,213.7119113573407,1.2285318559556786,12466,73,0.030470914127423823
Facebook / banner,12,716,681,40,12.43884892086331,0.5035971223021583,3496,371,0.21151079136690648
ydsa / cpc,11,715,594,220,110.39772727272727,0.9815340909090909,7218,209,0.08096590909090909
yahoo / banner,04,697,661,63,14.21060382916053,0.20765832106038293,2745,11,0.007363770250368188
Facebook / banner,01,685,622,42,12.012539184952978,0.438871473354232,3087,229,0.1536050156739812
zeiken / external,06,679,675,82,101.74631268436578,0.8466076696165191,4155,4,0.0014749262536873156
ydsa / cpc,08,659,541,204,127.1444099378882,0.9984472049689441,7143,180,0.09316770186335403
service.smt.docomo.ne.jp / referral,04,648,642,43,55.49922480620155,0.57984496124031,2693,8,0.004651162790697674
Facebook / video,02,647,644,39,30.886821705426357,0.4573643410852713,2940,213,0.09147286821705426
help.spa-cloud.com / referral,11,647,548,127,73.38364779874213,0.6965408805031447,3405,48,0.025157232704402517
Facebook / banner,03,644,555,42,16.168141592920353,0.44424778761061945,2924,193,0.13097345132743363
facebook.com / referral,09,634,634,0,4.583596214511041,0.667192429022082,2462,16,0.012618296529968454
ydsa / cpc,07,631,530,193,101.18578352180937,0.975767366720517,6481,214,0.07754442649434572
Facebook / banner,05,626,594,36,9.819834710743802,0.42479338842975206,3067,379,0.21818181818181817
yrmk / display,08,622,591,37,11.985148514851485,0.1848184818481848,2346,13,0.009900990099009901
zeiken / external,07,605,507,159,93.11204013377926,0.9331103678929766,4060,2,0.0016722408026755853
service.smt.docomo.ne.jp / referral,05,602,596,58,59.67054908485857,0.5740432612312812,2583,14,0.009983361064891847
help.spa-cloud.com / referral,09,591,463,150,99.16262975778547,0.8910034602076125,4149,43,0.020761245674740483
ydsa / cpc,06,575,492,162,98.31316725978648,0.8790035587188612,5001,133,0.0693950177935943
yahoo / banner,06,567,521,40,12.404411764705882,0.20955882352941177,2076,8,0.007352941176470588
yrmk / display,12,565,517,45,11.533333333333333,0.18888888888888888,2123,8,0.005555555555555556
gdn / display,08,559,555,1,3.2003577817531306,0.12701252236135957,2028,10,0.007155635062611807
service.smt.docomo.ne.jp / referral,03,548,538,61,67.08990825688073,0.673394495412844,2367,4,0.003669724770642202
ydsa / cpc,12,541,435,166,79.8465909090909,0.8333333333333334,4298,133,0.08143939393939394
yrmk / display,11,537,499,59,8.715116279069768,0.23449612403100775,2171,6,0.005813953488372093
gdn / display,10,535,535,2,2.5308411214953273,0.19813084112149532,1835,35,0.026168224299065422
ydsa / cpc,05,529,461,150,98.29536679536679,0.918918918918919,4721,164,0.0945945945945946
ydsa / cpc,09,526,402,204,106.87109375,1.0078125,5222,152,0.083984375
ydsa / cpc,04,507,432,146,90.85971943887776,0.8797595190380761,4322,136,0.07014028056112225
nikkeibp / external,08,504,488,85,116.56547619047619,0.8511904761904762,4325,6,0.001984126984126984
yrmk / display,05,499,474,32,14.055900621118013,0.15734989648033126,1941,9,0.008281573498964804
yahoo / banner,08,492,458,41,10.01043841336117,0.22129436325678498,1896,12,0.006263048016701462
service.smt.docomo.ne.jp / referral,06,476,468,43,47.27484143763213,0.5623678646934461,2027,2,0.0021141649048625794
yahoo / banner,07,472,426,51,10.23841059602649,0.23841059602649006,1913,13,0.011037527593818985
statics.teams.cdn.office.net / referral,09,469,381,216,169.79868708971554,1.0634573304157549,5553,96,0.05689277899343545
yrmk / display,04,469,451,20,10.925764192139738,0.14847161572052403,1681,5,0.004366812227074236
yrmk / display,07,465,446,29,4.558241758241758,0.11648351648351649,1667,0,0
service.smt.docomo.ne.jp / referral,01,446,441,34,54.0472972972973,0.6463963963963963,1886,6,0.0045045045045045045
yahoo / banner,09,446,408,37,7.8018433179723505,0.18433179723502305,1609,6,0.0069124423963133645
yrmk / display,09,446,412,33,5.2546728971962615,0.16822429906542055,1588,6,0.007009345794392523
yrmk / display,03,439,402,25,14.975961538461538,0.18990384615384615,1648,10,0.009615384615384616
LinkedIn / banner,02,436,436,18,3.4862385321100917,0.17889908256880735,1627,14,0.016055045871559634
m.facebook.com / referral,10,436,427,19,32.06744186046512,0.6511627906976745,2124,4,0.002325581395348837
service.smt.docomo.ne.jp / referral,02,433,424,36,69.78271028037383,0.6425233644859814,1851,2,0.002336448598130841
ydsa / cpc,03,428,355,107,95.26603325415677,0.8004750593824228,3262,88,0.06413301662707839
help.spa-cloud.com / referral,10,427,319,128,99.93809523809524,0.8976190476190476,3182,16,0.014285714285714285
service.smt.docomo.ne.jp / referral,07,426,422,37,52.63764705882353,0.5858823529411765,1779,4,0.004705882352941176
yrmk / display,06,417,387,35,10.299504950495049,0.1782178217821782,1533,4,0.0049504950495049506
service.smt.docomo.ne.jp / referral,11,412,407,37,60.32846715328467,0.6326034063260341,1712,0,0
service.smt.docomo.ne.jp / referral,10,409,404,38,56.56968215158924,0.5794621026894865,1722,8,0.009779951100244499
ydsa / cpc,01,407,303,146,124.80506329113923,0.8987341772151899,4178,129,0.08860759493670886
service.smt.docomo.ne.jp / referral,12,404,398,40,64.38403990024938,0.6708229426433915,1711,4,0.004987531172069825
go3.shikigaku.jp / email,06,402,367,85,76.21356783919597,0.6432160804020101,3159,5,0.002512562814070352
rd.cluez.biz / referral,06,399,398,8,4.468671679197995,0.09774436090225563,1331,0,0
facebook / display,11,394,368,30,32.166666666666664,0.5859375,1982,5,0.0026041666666666665
service.smt.docomo.ne.jp / referral,08,383,372,24,58.75396825396825,0.5264550264550265,1572,4,0.005291005291005291
service.smt.docomo.ne.jp / referral,09,378,371,29,49.976,0.5866666666666667,1590,0,0
google / banner,12,362,360,2,0.9447513812154696,0.13812154696132597,1167,22,0.027624309392265192
yrmk / display,10,352,321,22,7.745508982035928,0.17065868263473055,1289,9,0.008982035928143712
facebook / banner,07,351,343,21,7.136231884057971,0.8869565217391304,2445,639,0.6840579710144927
yahoo / banner,10,350,319,41,3.7589285714285716,0.19642857142857142,1358,3,0.002976190476190476
grmk / display,10,347,347,0,1.1671469740634006,0.11815561959654179,1086,0,0
yahoo / banner,03,345,327,20,7.428994082840236,0.1893491124260355,1259,2,0.0029585798816568047
statics.teams.cdn.office.net / referral,11,342,212,187,150.47747747747746,1.072072072072072,3397,105,0.08408408408408409
nikkan / external,10,337,331,61,140.35311572700297,0.8189910979228486,2924,3,0.002967359050445104
google / banner,07,336,317,1,4.04776119402985,0.15223880597014924,1051,0,0
toyokeizai / external,10,328,301,112,189.53894080996884,1.0342679127725856,4515,7,0.006230529595015576
172.16.250.51 / referral,08,314,311,47,69.02229299363057,0.945859872611465,2958,40,0.06369426751592357
hs_email / email,01,310,267,84,135.60197368421052,0.9539473684210527,3281,54,0.0625
yahoo / banner,01,309,294,25,5.973770491803279,0.1737704918032787,1156,6,0.009836065573770493
ydsa / cpc,02,305,215,113,107.79930795847751,0.8754325259515571,2744,94,0.09688581314878893
gdn / display,11,300,300,0,0.9033333333333333,0.28,1007,6,0.01
ydn / display,02,294,292,15,4.952218430034129,0.14675767918088736,1069,7,0.006825938566552901
facebook / banner,08,293,254,20,12.666666666666666,0.6404494382022472,1631,291,0.4419475655430712
google / banner,02,291,291,2,5.786941580756014,0.5945017182130584,1558,343,0.5395189003436426
ITmedia / banner,07,281,275,25,24.17562724014337,0.3225806451612903,1360,12,0.021505376344086023
statics.teams.cdn.office.net / referral,08,280,223,128,120.70188679245283,0.9283018867924528,2441,64,0.052830188679245285
impress / external,10,278,274,54,160.1726618705036,0.8165467625899281,3045,0,0
go3.shikigaku.jp / referral,08,274,274,30,41.75912408759124,0.7153284671532847,1551,0,0
facebook / banner,04,273,260,9,7.0038167938931295,0.767175572519084,1690,396,0.6221374045801527
yahoo / banner,02,271,253,28,4.218390804597701,0.16091954022988506,1016,8,0.01532567049808429
criteo / display,10,258,256,14,12.817829457364342,0.1937984496124031,1096,0,0
hs_email / email,08,255,232,61,78.87058823529412,0.6509803921568628,2121,19,0.023529411764705882
yahoo / banner,12,251,233,15,5.373443983402489,0.15352697095435686,903,6,0.012448132780082987
statics.teams.cdn.office.net / referral,02,237,170,119,113.1447963800905,1.158371040723982,2834,119,0.12217194570135746
statics.teams.cdn.office.net / referral,12,236,148,128,99.33179723502305,1.032258064516129,2321,68,0.08294930875576037
toyokeizai / external,09,233,230,23,102.71551724137932,0.6120689655172413,1633,0,0
statics.teams.cdn.office.net / referral,01,226,149,126,124.4688995215311,1.0526315789473684,2438,75,0.11004784688995216
yahoo / banner,11,226,206,15,10.889400921658986,0.14746543778801843,787,0,0
facebook.com / referral,11,224,221,0,3.2072072072072073,0.5675675675675675,870,16,0.036036036036036036
t.co / referral,10,224,213,30,66.94545454545455,0.7136363636363636,1732,2,0.004545454545454545
itmedia / external,11,208,38,157,113.85416666666667,1.1614583333333333,2166,16,0.020833333333333332
websearch.rakuten.co.jp / referral,04,208,201,44,81.99514563106796,0.7184466019417476,981,0,0
ydn / display,10,208,206,6,4.9227053140096615,0.14492753623188406,706,2,0.004830917874396135
ydn / display,08,205,203,5,7.211822660098522,0.14285714285714285,711,6,0.014778325123152709
statics.teams.cdn.office.net / referral,03,204,135,105,103.77083333333333,1.0833333333333333,2162,106,0.125
ydn / display,01,204,203,7,6.024752475247524,0.13366336633663367,720,4,0.009900990099009901
peatix / display,10,198,198,53,215.3939393939394,1.1666666666666667,3280,0,0
ydn / display,12,194,193,8,8.145077720207254,0.15544041450777202,672,0,0
youtube.com / referral,09,194,191,13,28.355670103092784,0.3556701030927835,1021,9,0.015463917525773196
go3.shikigaku.jp / email,05,191,190,23,77.80628272251309,0.5968586387434555,1594,2,0.005235602094240838
hs_email / email,12,191,165,45,120.31746031746032,0.8888888888888888,1889,34,0.05291005291005291
ydn / display,05,190,186,6,1.5913978494623655,0.08602150537634409,618,0,0
websearch.rakuten.co.jp / referral,05,189,182,29,55.56382978723404,0.7180851063829787,878,4,0.010638297872340425
ydn / display,07,187,186,7,7.301075268817204,0.15591397849462366,648,2,0.005376344086021506
hitachigroup.okta.com / referral,05,183,156,68,65.04494382022472,0.7359550561797753,1243,30,0.05056179775280899
hs_email / email,09,182,143,60,142.76111111111112,1.0333333333333334,2373,49,0.08888888888888889
grmk / display,11,181,181,0,0,0.15469613259668508,571,0,0
ccs2.ngu.ac.jp / referral,06,180,180,85,56.17777777777778,0.3888888888888889,829,0,0
facebook / banner,06,178,167,9,6.3017751479289945,0.6094674556213018,972,201,0.4319526627218935
hitachigroup.okta.com / referral,07,178,154,57,72.34302325581395,0.8430232558139535,1243,30,0.046511627906976744
hitachigroup.okta.com / referral,10,176,139,67,89.61176470588235,0.9647058823529412,1840,35,0.07058823529411765
monoist / external,10,174,172,38,129.6206896551724,0.9252873563218391,1834,2,0.005747126436781609
ydn / display,06,172,170,3,4.970760233918129,0.10526315789473684,561,0,0
ydn / display,09,168,167,4,4.197604790419161,0.08982035928143713,570,0,0
google / banner,06,167,156,1,4.5602409638554215,0.1566265060240964,534,0,0
websearch.rakuten.co.jp / referral,06,167,162,30,55.420731707317074,0.676829268292683,751,0,0
hs_email / email,07,166,158,32,97.66666666666667,0.8848484848484849,1460,4,0.006060606060606061
ydn / display,11,163,161,9,3.9074074074074074,0.16049382716049382,577,2,0.006172839506172839
ydn / display,04,157,156,4,1.8471337579617835,0.09554140127388536,527,4,0.012738853503184714
websearch.rakuten.co.jp / referral,11,155,146,33,76.73026315789474,0.6644736842105263,753,4,0.013157894736842105
wex.transprint.spa-cloud.com / referral,10,155,149,13,12.896774193548387,0.43870967741935485,702,19,0.05161290322580645
sp-web.search.auone.jp / referral,04,153,150,20,58.046052631578945,0.6052631578947368,649,0,0
facebook.com / referral,08,150,150,0,4.766666666666667,0.76,641,22,0.07333333333333333
facebook / banner,05,148,141,7,13.006993006993007,0.6153846153846154,865,165,0.44755244755244755
jsug.smartseminar.jp / referral,02,148,148,17,45.027027027027025,0.5540540540540541,1000,118,0.16216216216216217
statics.teams.cdn.office.net / referral,05,146,81,97,92.30434782608695,0.9565217391304348,1412,58,0.09420289855072464
websearch.rakuten.co.jp / referral,01,145,143,26,73.625,0.6666666666666666,709,3,0.006944444444444444
websearch.rakuten.co.jp / referral,03,145,140,25,62.55862068965517,0.6758620689655173,671,2,0.006896551724137931
gdn / display,04,141,127,1,5.539007092198582,0.1276595744680851,477,2,0.0070921985815602835
websearch.rakuten.co.jp / referral,07,141,138,29,51.9290780141844,0.6879432624113475,666,0,0
wex.transprint.spa-cloud.com / referral,11,140,125,22,9.525179856115107,0.39568345323741005,594,15,0.050359712230215826
statics.teams.cdn.office.net / referral,07,139,72,84,125.86259541984732,1.1603053435114503,1461,57,0.13740458015267176
giravanz.jp / referral,08,136,131,6,29.639097744360903,0.5789473684210527,630,0,0
google / banner,03,135,135,1,3.9407407407407407,0.42962962962962964,655,110,0.362962962962963
hs_email / email,10,134,100,41,141.08270676691728,0.7969924812030075,1699,34,0.022556390977443608
t.co / referral,08,132,125,7,16.234375,0.296875,504,0,0
websearch.rakuten.co.jp / referral,02,132,129,17,88.65648854961832,0.7480916030534351,612,0,0
hitachigroup.okta.com / referral,09,131,99,53,102.06349206349206,0.9206349206349206,1204,12,0.023809523809523808
nikkeixtech / external,02,131,131,14,148.1908396946565,0.816793893129771,957,17,0.05343511450381679
statics.teams.cdn.office.net / referral,04,131,79,77,183.11864406779662,1.2457627118644068,1533,52,0.11016949152542373
dic.transprint.spa-cloud.com / referral,08,130,128,12,16,0.4846153846153846,593,14,0.05384615384615385
facebook.com / referral,07,130,129,0,4.3307692307692305,0.7307692307692307,536,10,0.038461538461538464
websearch.rakuten.co.jp / referral,10,128,125,24,67.8671875,0.7109375,667,7,0.015625
sp-web.search.auone.jp / referral,05,126,123,19,56.27777777777778,0.626984126984127,562,4,0.015873015873015872
websearch.rakuten.co.jp / referral,12,125,118,20,70.04918032786885,0.7049180327868853,581,4,0.01639344262295082
statics.teams.cdn.office.net / referral,06,124,78,56,123.24299065420561,1.0093457943925233,1097,24,0.09345794392523364
