# ----------------------------------------
# ユーザー獲得: ユーザーの最初の参照元 / メディア
# アカウント: www.wingarc.com
# プロパティ: https://www.wingarc.com - GA4
# ----------------------------------------
# 
# すべてのユーザー
# 開始日: 20250401
# 終了日: 20260331
ユーザーの最初の参照元 / メディア,月,総ユーザー数,新規ユーザー数,リピーター数,アクティブ ユーザーあたりの平均エンゲージメント時間,エンゲージメントのあったセッション数（1 アクティブ ユーザーあたり）,イベント数,キーイベント,ユーザー キーイベント率
ydsa / cpc,07,200,158,63,64.32820512820513,0.9025641025641026,1322,0,0
ydsa / cpc,06,191,160,52,75.04838709677419,0.9623655913978495,1286,0,0
ydsa / cpc,01,181,158,42,47.842696629213485,0.6910112359550562,967,0,0
WA / email,01,172,22,121,117.14110429447852,1.1595092024539877,1275,0,0
ydsa / cpc,12,170,144,41,46.04216867469879,0.7228915662650602,963,0,0
WA / email,08,164,41,97,81.67333333333333,0.98,841,0,0
(data not available),02,147,95,32,24.772727272727273,0.8409090909090909,854,0,0
ydsa / cpc,11,137,108,34,32.96212121212121,0.7045454545454546,687,0,0
ydsa / cpc,08,135,105,43,67.99236641221374,0.7786259541984732,741,0,0
ydsa / cpc,09,123,92,42,79.20661157024793,0.8429752066115702,693,0,0
WA / email,02,116,9,82,83.7909090909091,1.209090909090909,736,0,0
ydsa / cpc,02,114,90,32,36.862385321100916,0.7614678899082569,706,0,0
WA / email,03,113,37,62,52.77064220183486,0.8899082568807339,612,0,0
wingarc.com / referral,01,100,87,26,36.144329896907216,0.711340206185567,563,0,0
Facebook / banner,11,94,78,6,0.06741573033707865,0.30337078651685395,294,0,0
ydn / display,02,93,91,6,7.064516129032258,0.1935483870967742,354,0,0
ydn / display,01,91,90,2,10.307692307692308,0.18681318681318682,349,0,0
wingarc.com / referral,02,90,76,25,23.22093023255814,0.6744186046511628,510,0,0
nikkeixtech / external,02,88,75,9,58.93103448275862,0.8620689655172413,560,0,0
(data not available),04,82,81,4,13.182926829268293,0.18292682926829268,352,0,0
wingarc.com / referral,03,79,60,29,33.71052631578947,0.6842105263157895,465,0,0
(data not available),05,78,74,5,6.3076923076923075,0.21794871794871795,274,0,0
(data not available),06,71,68,4,2.7464788732394365,0.1267605633802817,236,0,0
service.smt.docomo.ne.jp / referral,05,68,67,5,50.80882352941177,0.6617647058823529,294,0,0
yrmk / display,06,67,60,4,5.369230769230769,0.26153846153846155,250,0,0
yrmk / display,09,67,62,4,3.238095238095238,0.14285714285714285,253,0,0
yrmk / display,05,65,62,3,5.734375,0.171875,234,0,0
ydsa / cpc,03,63,40,26,47.63934426229508,0.8688524590163934,353,0,0
statics.teams.cdn.office.net / referral,07,62,34,33,45.101694915254235,0.8305084745762712,316,0,0
statics.teams.cdn.office.net / referral,10,61,20,41,64.21818181818182,1.0909090909090908,312,0,0
(data not available),03,60,54,6,8.542372881355933,0.3220338983050847,264,0,0
yrmk / display,07,59,56,3,4.586206896551724,0.13793103448275862,203,0,0
service.smt.docomo.ne.jp / referral,04,56,54,7,56.910714285714285,0.7142857142857143,233,0,0
statics.teams.cdn.office.net / referral,04,56,25,30,67.25,1.1923076923076923,360,0,0
yrmk / display,08,55,48,3,7.509433962264151,0.20754716981132076,194,0,0
yrmk / display,04,54,50,5,15.377358490566039,0.1320754716981132,203,0,0
Facebook / banner,10,53,24,18,8.306122448979592,0.673469387755102,152,0,0
statics.teams.cdn.office.net / referral,05,53,31,25,53.11764705882353,0.9019607843137255,292,0,0
statics.teams.cdn.office.net / referral,12,53,24,25,75.82608695652173,0.8913043478260869,294,0,0
yrmk / display,11,50,48,4,1.9387755102040816,0.14285714285714285,188,0,0
(data not available),07,49,47,4,27.489795918367346,0.20408163265306123,187,0,0
statics.teams.cdn.office.net / referral,09,49,17,30,47.577777777777776,0.9777777777777777,285,0,0
statics.teams.cdn.office.net / referral,11,48,23,26,70.66666666666667,0.8205128205128205,262,0,0
(data not available),01,45,42,8,28.91111111111111,0.9111111111111111,320,0,0
statics.teams.cdn.office.net / referral,06,45,24,25,51.7906976744186,0.8837209302325582,250,0,0
(data not available),08,43,41,3,4.162790697674419,0.37209302325581395,169,0,0
nikkeixtech / external,08,43,34,7,35.2093023255814,0.7209302325581395,172,0,0
service.smt.docomo.ne.jp / referral,06,43,43,2,88.83720930232558,0.6976744186046512,180,0,0
service.smt.docomo.ne.jp / referral,08,43,41,6,48.404761904761905,0.5952380952380952,200,0,0
wingarc.com / referral,12,43,32,15,48.53658536585366,0.8536585365853658,283,0,0
Facebook / banner,09,42,16,19,8.72972972972973,0.7837837837837838,128,0,0
statics.teams.cdn.office.net / referral,08,42,21,18,53,0.8648648648648649,195,0,0
yrmk / display,10,42,38,4,0.125,0.25,163,0,0
statics.teams.cdn.office.net / referral,01,41,21,21,44.63157894736842,0.9736842105263158,247,0,0
chatgpt.com / referral,11,40,21,21,87.78947368421052,1.0263157894736843,274,0,0
service.smt.docomo.ne.jp / referral,07,40,39,4,78.125,0.7,169,0,0
nikkeixtech / external,10,39,32,8,55.39473684210526,0.9473684210526315,212,0,0
gdn / display,05,38,38,1,23.92105263157895,0.15789473684210525,125,0,0
chatgpt.com / referral,05,37,28,15,78.5,0.9166666666666666,288,0,0
chatgpt.com / referral,06,37,26,12,22.37837837837838,0.6756756756756757,168,0,0
nikkeixtech / external,01,37,29,10,45.1764705882353,0.8823529411764706,235,0,0
statics.teams.cdn.office.net / referral,03,37,21,22,65.28571428571429,1.0285714285714285,216,0,0
Facebook / banner,06,35,20,4,4.066666666666666,0.43333333333333335,98,0,0
gdn / display,12,35,35,0,0,0,105,0,0
chatgpt.com / referral,10,34,23,18,43.878787878787875,1,212,0,0
nikkeixtech / external,09,34,29,4,49.35294117647059,0.7647058823529411,167,0,0
yrmk / display,12,34,29,6,4.911764705882353,0.5,128,0,0
chatgpt.com / referral,07,33,21,16,66.4375,0.96875,290,0,0
classroom.google.com / referral,12,31,30,21,111.03333333333333,0.6333333333333333,238,0,0
statics.teams.cdn.office.net / referral,02,31,16,17,23.5,0.6666666666666666,136,0,0
service.smt.docomo.ne.jp / referral,09,30,29,3,54.63333333333333,0.4666666666666667,115,0,0
hs_email / email,12,28,22,6,50.074074074074076,0.7777777777777778,150,0,0
chatgpt.com / referral,08,27,16,13,165.66666666666666,1.5185185185185186,294,0,0
monoist.itmedia.co.jp / referral,03,27,27,3,46.96296296296296,0.9629629629629629,159,0,0
service.smt.docomo.ne.jp / referral,02,27,26,1,52.111111111111114,0.7037037037037037,110,0,0
itmedia / external,01,26,26,3,45.73076923076923,0.6538461538461539,118,0,0
oilesjp.sharepoint.com / referral,02,26,26,1,21.192307692307693,0.5769230769230769,116,0,0
service.smt.docomo.ne.jp / referral,01,26,26,1,28.923076923076923,0.4230769230769231,104,0,0
Facebook / banner,07,25,14,2,1,0.3333333333333333,63,0,0
m365.cloud.microsoft / referral,07,25,20,10,39.44,0.92,150,0,0
service.smt.docomo.ne.jp / referral,10,24,23,4,61.875,0.4583333333333333,96,0,0
sp-web.search.auone.jp / referral,05,24,24,3,81.83333333333333,0.8333333333333334,117,0,0
Facebook / banner,05,23,14,3,27.681818181818183,0.45454545454545453,73,0,0
wingarc.com / referral,07,23,19,7,24.82608695652174,0.6956521739130435,153,0,0
chatgpt.com / referral,04,22,12,10,45.333333333333336,0.9047619047619048,131,0,0
hs_email / email,01,22,14,9,132.5909090909091,1.0454545454545454,151,0,0
perplexity.ai / referral,06,22,20,11,22.40909090909091,0.5454545454545454,121,0,0
service.smt.docomo.ne.jp / referral,11,22,21,4,63.63636363636363,0.5454545454545454,97,0,0
wingarc.com / referral,10,22,10,13,34.8421052631579,0.7894736842105263,132,0,0
chatgpt.com / referral,01,21,9,13,52.85,1,147,0,0
chatgpt.com / referral,09,21,12,11,44.285714285714285,1.2380952380952381,142,0,0
expo.bizcrew.jp / referral,07,21,19,2,29.095238095238095,0.8571428571428571,93,0,0
WA / (not set),11,20,20,4,32.8,0.65,103,0,0
chatgpt.com / referral,12,20,8,13,71.66666666666667,1.5555555555555556,178,0,0
ydn / display,03,20,16,6,28.95,0.8,130,0,0
eloquaemail / email,08,19,18,0,9.222222222222221,0.16666666666666666,63,0,0
hitachigroup.okta.com / referral,09,18,14,6,72.29411764705883,0.9411764705882353,103,0,0
hs_email / email,05,18,0,8,60.35294117647059,1.1176470588235294,83,0,0
itmedia / external,12,18,18,1,74,0.7222222222222222,100,0,0
nikkeixtech / external,12,18,16,1,23.555555555555557,0.3333333333333333,59,0,0
perplexity.ai / referral,04,18,15,5,24.555555555555557,0.7222222222222222,85,0,0
wingarc.com / referral,08,18,7,7,52.285714285714285,0.7857142857142857,86,0,0
ydn / display,11,18,18,0,0.9444444444444444,0.05555555555555555,66,0,0
hs_email / email,03,17,0,10,131.52941176470588,1.1764705882352942,113,0,0
nikkeixtech / external,07,17,11,2,8.875,0.625,65,0,0
perplexity.ai / referral,05,17,16,8,42.05882352941177,0.5294117647058824,98,0,0
service.smt.docomo.ne.jp / referral,12,17,16,0,84.75,0.75,70,0,0
sp-web.search.auone.jp / referral,10,17,17,1,61.8235294117647,0.7647058823529411,80,0,0
yrmk / display,01,17,14,1,2.466666666666667,0.3333333333333333,69,0,0
fa-products.jp / referral,07,16,12,3,33.1875,0.8125,86,0,0
gemini.google.com / referral,02,16,12,9,77.375,1.0625,144,0,0
hitachigroup.okta.com / referral,06,16,11,6,32.214285714285715,0.7142857142857143,80,0,0
hitachigroup.okta.com / referral,07,16,10,8,54.875,0.6875,111,0,0
hitachigroup.okta.com / referral,10,16,8,10,64.4,1.1333333333333333,94,0,0
nikkeixtech / external,11,16,9,4,89.53333333333333,0.8,65,0,0
prtimes.jp / referral,02,16,9,1,42.666666666666664,1.0666666666666667,75,0,0
wingarc.com / referral,09,16,6,5,40.9,1,83,0,0
(data not available),12,15,13,2,45.285714285714285,0.42857142857142855,69,0,0
Facebook / banner,08,15,9,2,7.615384615384615,0.6153846153846154,47,0,0
WA / product_MB,04,15,0,14,49.266666666666666,1.3333333333333333,100,0,0
chatgpt.com / referral,02,15,9,9,34.357142857142854,1.2142857142857142,100,0,0
hs_email / email,07,15,0,9,77.85714285714286,1.1428571428571428,59,0,0
sp-web.search.auone.jp / referral,06,15,15,3,155.2,0.8666666666666667,71,0,0
ydn / display,05,15,15,0,4.666666666666667,0.13333333333333333,48,0,0
(data not available),10,14,11,3,45.785714285714285,0.7142857142857143,78,0,0
fa-products.jp / referral,08,14,10,3,23.928571428571427,0.9285714285714286,70,0,0
hs_email / email,06,14,0,11,60.285714285714285,1.1428571428571428,75,0,0
perplexity.ai / referral,07,14,12,5,99.5,0.7857142857142857,80,0,0
service.smt.docomo.ne.jp / referral,03,14,14,0,43.785714285714285,0.8571428571428571,63,0,0
svdn01ak.jcci.or.jp / referral,02,14,14,3,12,0.5714285714285714,68,0,0
websearch.rakuten.co.jp / referral,05,14,13,6,75.21428571428571,0.6428571428571429,72,0,0
WA / product_MB,08,13,0,9,95.63636363636364,1.4545454545454546,113,0,0
chatgpt.com / referral,03,13,8,5,18.818181818181817,0.8181818181818182,84,0,0
gemini.google.com / referral,05,13,12,2,35.23076923076923,0.8461538461538461,65,0,0
hitachigroup.okta.com / referral,04,13,9,2,164.5,0.7,95,0,0
perplexity.ai / referral,11,13,9,5,36.07692307692308,1,75,0,0
websearch.rakuten.co.jp / referral,04,13,11,5,64.23076923076923,0.7692307692307693,107,0,0
websearch.rakuten.co.jp / referral,07,13,12,2,109.3076923076923,0.7692307692307693,70,0,0
wingarc.com / referral,11,13,6,4,34.09090909090909,0.6363636363636364,67,0,0
Facebook / banner,01,12,9,2,0,0.25,36,0,0
WA / product_MB,01,12,1,10,83.27272727272727,1.5454545454545454,97,0,0
eloquaemail / email,07,12,12,2,16.333333333333332,0.4166666666666667,47,0,0
m.facebook.com / referral,02,12,12,0,1.6666666666666667,0.3333333333333333,40,0,0
meta / banner,02,12,0,5,0,1.2,42,0,0
nikkeixtech / external,03,12,12,1,43.333333333333336,0.9166666666666666,78,0,0
smartnews.com / referral,02,12,12,0,0.5,0.25,44,0,0
sp-web.search.auone.jp / referral,04,12,12,0,73.66666666666667,0.9166666666666666,52,0,0
sp-web.search.auone.jp / referral,08,12,12,1,72.66666666666667,0.8333333333333334,54,0,0
websearch.rakuten.co.jp / referral,06,12,10,2,108.83333333333333,0.75,73,0,0
Facebook / banner,04,11,5,2,16.727272727272727,0.8181818181818182,36,0,0
WA / product_MB,06,11,0,11,103.18181818181819,1.5454545454545454,69,0,0
WA / product_MB,07,11,0,9,167.5,1.1,103,0,0
bitool-hikaku.com / referral,07,11,10,2,44.18181818181818,0.8181818181818182,51,0,0
bitool-hikaku.com / referral,12,11,11,1,150.63636363636363,1.0909090909090908,110,0,0
chatgpt.com / (not set),09,11,10,2,18.181818181818183,0.8181818181818182,62,0,0
cn.bing.com / referral,04,11,8,5,53.36363636363637,1,73,0,0
copilot.microsoft.com / referral,05,11,11,6,36.90909090909091,0.6363636363636364,75,0,0
fa-products.jp / referral,06,11,5,3,21.818181818181817,1,52,0,0
gemini.google.com / referral,06,11,8,1,31,0.6,42,0,0
global.toshiba / referral,10,11,10,2,161.27272727272728,1,79,0,0
grmk / display,12,11,11,0,0,0,33,0,0
hitachigroup.okta.com / referral,02,11,7,4,106.36363636363636,0.9090909090909091,70,0,0
hitachigroup.okta.com / referral,11,11,7,3,46.18181818181818,1,45,0,0
m365.cloud.microsoft / referral,06,11,8,5,24.454545454545453,0.7272727272727273,54,0,0
sp-web.search.auone.jp / referral,07,11,11,1,77.72727272727273,0.9090909090909091,53,0,0
yrmk / display,03,11,6,2,0.1111111111111111,0.5555555555555556,73,0,0
(data not available),09,10,8,2,24.8,0.3,40,0,0
(data not available),11,10,8,3,52.4,1,89,0,0
cmwchuoseiki.sharepoint.com / referral,07,10,7,4,47.2,1.1,65,0,0
copilot.microsoft.com / referral,06,10,9,3,64.1,0.7,61,0,0
fa-products.jp / referral,02,10,9,1,27.5,1,57,0,0
fa-products.jp / referral,03,10,8,2,20.8,0.6,39,0,0
fujifilm.com / referral,07,10,9,2,19.6,0.7,41,0,0
global.toshiba / referral,09,10,7,4,22.6,0.7,51,0,0
ittrend / banner,02,10,10,0,26.4,0.6,51,0,0
kids.yahoo.co.jp / referral,06,10,10,1,160,0.7,47,0,0
npsfa.lightning.force.com / referral,11,10,10,3,275.1,1,66,0,0
perplexity.ai / referral,02,10,5,3,37.9,1.2,48,0,0
perplexity.ai / referral,10,10,7,4,70.6,1.1,73,0,0
prtimes.jp / referral,12,10,5,4,36.2,0.9,49,0,0
qiita.com / referral,01,10,7,5,46.4,0.8,51,0,0
ydn / display,10,10,10,0,0.5,0,32,0,0
ydn / display,12,10,10,1,0.7,0.1,35,0,0
WA / product_MB,02,9,0,8,56.25,1.125,45,0,0
WA / product_MB,05,9,0,8,48.888888888888886,1.1111111111111112,38,0,0
WA / product_MB,12,9,0,8,74.25,1.25,84,0,0
ascii.jp / referral,02,9,9,0,57.888888888888886,1,53,0,0
bi.lakeel.com / referral,07,9,9,1,50.77777777777778,0.7777777777777778,53,0,0
chatgpt.com / (not set),05,9,9,0,54.333333333333336,0.6666666666666666,38,0,0
chatgpt.com / (not set),07,9,9,2,0.4444444444444444,0.2222222222222222,36,0,0
chatgpt.com / (not set),10,9,6,4,219,1,46,0,0
cn.bing.com / referral,06,9,7,3,81.125,1.25,78,0,0
duckduckgo / organic,07,9,8,2,37.55555555555556,0.7777777777777778,46,0,0
fujifilm.com / referral,08,9,8,4,7.5,0.875,41,0,0
gdn / display,06,9,9,0,5.666666666666667,0.1111111111111111,31,0,0
gemini.google.com / referral,10,9,7,4,25.555555555555557,1.2222222222222223,54,0,0
gemini.google.com / referral,12,9,7,2,57.125,0.875,52,0,0
hitachigroup.okta.com / referral,05,9,6,3,36.77777777777778,1,43,0,0
hs_email / email,02,9,0,6,142.44444444444446,1,55,0,0
kids.yahoo.co.jp / referral,05,9,9,0,16.333333333333332,0.4444444444444444,36,0,0
login.microsoftonline.com / referral,07,9,8,2,104.33333333333333,0.6666666666666666,64,0,0
perplexity.ai / referral,09,9,7,3,32.375,0.75,43,0,0
qiita.com / referral,05,9,7,2,20.875,0.875,44,0,0
qiita.com / referral,10,9,7,4,119.33333333333333,1.1111111111111112,96,0,0
qiita.com / referral,12,9,5,3,30.428571428571427,0.7142857142857143,42,0,0
sp-web.search.auone.jp / referral,09,9,9,1,63,0.7777777777777778,38,0,0
techtouch.jp / referral,04,9,9,0,65.55555555555556,1,58,0,0
www-in.kyocera.co.jp / referral,01,9,0,1,41.55555555555556,1,33,0,0
WA / product_MB,11,8,0,7,48.42857142857143,1.2857142857142858,44,0,0
bi.lakeel.com / referral,04,8,8,3,85.25,1.125,72,0,0
canoninc.sharepoint.com / referral,11,8,7,2,25,0.625,34,0,0
chatgpt.com / (not set),06,8,6,3,23.875,0.75,43,0,0
chatgpt.com / (not set),08,8,6,2,48.625,1,65,0,0
chatgpt.com / (not set),11,8,6,1,12.571428571428571,0.5714285714285714,31,0,0
copilot.microsoft.com / referral,09,8,7,3,110.125,1.25,59,0,0
gemini.google.com / referral,01,8,5,5,30.428571428571427,0.8571428571428571,52,0,0
gemini.google.com / referral,07,8,8,4,73.75,0.875,92,0,0
gemini.google.com / referral,08,8,6,2,73.42857142857143,0.8571428571428571,33,0,0
gemini.google.com / referral,09,8,6,2,43.714285714285715,0.8571428571428571,31,0,0
hitachigroup.okta.com / referral,08,8,5,6,41.5,1,70,0,0
hs_email / email,08,8,0,8,122.75,0.875,47,0,0
mgp.cybermail.jp / referral,09,8,0,0,0,1,8,0,0
perplexity / (not set),05,8,6,1,21,0.625,27,0,0
prtimes.jp / referral,06,8,3,1,59.833333333333336,1,48,0,0
qiita.com / referral,06,8,7,3,31,0.75,47,0,0
qiita.com / referral,08,8,7,1,24.875,0.5,45,0,0
search.fenrir-inc.com / referral,07,8,7,2,48.125,1,45,0,0
sp-web.search.auone.jp / referral,11,8,8,1,34.375,0.625,35,0,0
sp-web.search.auone.jp / referral,12,8,7,2,34.75,0.625,37,0,0
websearch.rakuten.co.jp / referral,12,8,8,1,81,0.625,37,0,0
xtech / external,10,8,0,6,37.625,1,24,0,0
ydn / display,04,8,8,0,0,0,24,0,0
ydn / display,07,8,8,0,0,0,26,0,0
WA / product_MB,03,7,0,6,124.16666666666667,1.5,53,0,0
bi.lakeel.com / referral,06,7,7,3,136.85714285714286,1.7142857142857142,95,0,0
bitool-hikaku.com / referral,06,7,7,1,29.571428571428573,0.5714285714285714,32,0,0
copilot.microsoft.com / referral,08,7,7,1,108.28571428571429,0.5714285714285714,47,0,0
duckduckgo / organic,04,7,7,0,29.857142857142858,0.8571428571428571,37,0,0
ers.nikkeibp.co.jp / referral,11,7,0,4,77.28571428571429,1.1428571428571428,45,0,0
fa-products.jp / referral,01,7,6,2,56.57142857142857,1,41,0,0
fa-products.jp / referral,10,7,4,0,14.571428571428571,1,28,0,0
gemini.google.com / referral,03,7,6,4,13.857142857142858,0.42857142857142855,44,0,0
gemini.google.com / referral,04,7,5,2,12,0.5714285714285714,26,0,0
hitachigroup.okta.com / referral,03,7,2,6,84.28571428571429,1.1428571428571428,69,0,0
hs_email / email,10,7,0,6,63.714285714285715,1,34,0,0
itmedia / external,02,7,6,1,24.571428571428573,1,36,0,0
kids.yahoo.co.jp / referral,04,7,7,0,36.42857142857143,0.42857142857142855,25,0,0
login.microsoftonline.com / referral,05,7,7,2,12,0.42857142857142855,30,0,0
