# ----------------------------------------
# ユーザー獲得: ユーザーの最初の参照元 / メディア
# アカウント: www.wingarc.com
# プロパティ: https://www.wingarc.com - GA4
# ----------------------------------------
# 
# すべてのユーザー
# 開始日: 20240401
# 終了日: 20250331
ユーザーの最初の参照元 / メディア,月,総ユーザー数,新規ユーザー数,リピーター数,アクティブ ユーザーあたりの平均エンゲージメント時間,エンゲージメントのあったセッション数（1 アクティブ ユーザーあたり）,イベント数,キーイベント,ユーザー キーイベント率
login.microsoftonline.com / referral,12,7,5,3,227.14285714285714,1.5714285714285714,73,0,0
notepm.jp / referral,01,7,7,0,35.857142857142854,0.5714285714285714,42,0,0
notepm.jp / referral,07,7,6,3,78.66666666666667,1.3333333333333333,48,0,0
notepm.jp / referral,10,7,6,1,102.14285714285714,1.1428571428571428,68,0,0
notepm.jp / referral,12,7,6,2,30.714285714285715,0.5714285714285714,46,0,0
perplexity / (not set),02,7,6,0,15.571428571428571,0.42857142857142855,26,0,0
perplexity / (not set),03,7,7,0,28.428571428571427,0.5714285714285714,27,0,0
qiita.com / referral,05,7,7,2,266.57142857142856,0.7142857142857143,63,0,0
qiita.com / referral,12,7,5,1,47.666666666666664,0.6666666666666666,30,0,0
search.fenrir-inc.com / referral,02,7,6,0,19,0.7142857142857143,26,0,0
teams.microsoft.com / referral,05,7,4,3,118.28571428571429,1,32,0,0
teams.microsoft.com / referral,09,7,3,5,58.285714285714285,0.8571428571428571,48,0,0
techtouch.jp / referral,02,7,7,2,161.28571428571428,1.7142857142857142,97,0,0
youtube / video,06,7,7,0,0,0,21,0,0
youtube / video,08,7,7,0,0,0,21,0,0
autumnfair.nikkan.co.jp / referral,09,6,0,2,54.333333333333336,1.1666666666666667,27,0,0
bi.lakeel.com / referral,01,6,6,2,76.83333333333333,0.6666666666666666,32,0,0
bic.libcon.co.jp / referral,11,6,0,3,81.16666666666667,3.1666666666666665,75,0,0
cloudgate.jp / referral,12,6,6,1,31.166666666666668,0.5,31,0,0
cn.bing.com / referral,11,6,4,2,48,0.8,39,0,0
duckduckgo / organic,03,6,6,2,22.666666666666668,0.6666666666666666,29,0,0
duckduckgo / organic,09,6,4,1,21.166666666666668,0.6666666666666666,22,0,0
edgeservices.bing.com / referral,06,6,6,1,67.5,1.1666666666666667,36,0,0
facebook / display,10,6,0,3,18.75,1,21,0,0
facebook.com / referral,11,6,6,0,5,0.6666666666666666,22,0,0
ferret-plus.com / referral,05,6,1,3,122.83333333333333,1.6666666666666667,57,0,0
gdn / display,06,6,6,0,2.6666666666666665,0.16666666666666666,19,0,0
gdn / display,07,6,1,0,19.4,0,9,0,0
gemini.google.com / referral,07,6,6,0,20.333333333333332,0.3333333333333333,33,0,0
gemini.google.com / referral,10,6,5,2,37.5,0.3333333333333333,25,0,0
global.toshiba / referral,11,6,5,1,97.33333333333333,0.8333333333333334,35,0,0
ipros.jp / referral,10,6,6,1,23.5,0.8333333333333334,30,0,0
login.microsoftonline.com / referral,01,6,5,1,72.66666666666667,2,61,0,0
login.microsoftonline.com / referral,08,6,6,3,18.166666666666668,0.6666666666666666,29,0,0
m.facebook.com / referral,01,6,5,0,0,0.6666666666666666,18,0,0
messe.nikkei.co.jp / referral,03,6,1,3,460,1,23,0,0
microsoft / cpc,12,6,0,5,230.8,1.4,42,0,0
nikkeibp / external,02,6,4,2,49,0.8333333333333334,29,0,0
partner.googleadservices.com / referral,05,6,6,0,0,0,18,0,0
perplexity / (not set),07,6,8,0,0,0.3333333333333333,26,0,0
prtimes.jp / referral,06,6,6,1,36.666666666666664,0.8333333333333334,36,0,0
prtimes.jp / referral,11,6,3,2,48.333333333333336,1,27,0,0
qiita.com / referral,02,6,4,3,38.166666666666664,1.3333333333333333,68,0,0
qiita.com / referral,10,6,4,1,56.4,1.2,40,0,0
qiita.com / referral,11,6,4,4,13.666666666666666,1,28,0,0
search.fenrir-inc.com / referral,11,6,6,1,109.5,0.6666666666666666,26,0,0
smaregi.jp / referral,03,6,6,2,31.666666666666668,0.6666666666666666,48,0,0
syndicatedsearch.goog / referral,11,6,5,0,146.83333333333334,0.8333333333333334,23,0,0
webaccess.in.kyocera.co.jp:6082 / referral,06,6,5,2,75.33333333333333,0.6666666666666666,26,0,0
youtube.com / referral,11,6,2,2,82.4,1,19,0,0
Facebook / banner,08,5,0,3,18.2,1,11,0,0
WA / product_MB,04,5,0,4,25.4,1,19,0,0
WA / product_MB,05,5,0,3,98,1.25,27,0,0
bcore.biz / referral,01,5,5,0,24,0.6,37,0,0
bcore.biz / referral,08,5,5,0,7,0.4,18,0,0
bi.lakeel.com / referral,02,5,5,1,106.8,1,39,0,0
bi.lakeel.com / referral,11,5,5,1,161.4,1,51,0,0
cn.bing.com / referral,01,5,5,1,33.4,0.8,23,0,0
community.globis.ac.jp / referral,04,5,5,1,13.2,0.4,19,0,0
community.globis.ac.jp / referral,11,5,5,1,0,0,27,0,0
copilot.microsoft.com / referral,05,5,5,0,16.6,0.6,19,0,0
copilot.microsoft.com / referral,08,5,4,1,116.4,1.2,29,0,0
ecosia.org / organic,05,5,3,2,298.4,0.8,22,0,0
ecosia.org / organic,06,5,4,2,112.8,0.8,24,0,0
ecosia.org / organic,07,5,5,3,10,0.4,21,0,0
ecosia.org / organic,08,5,4,2,52,1,41,0,0
edgeservices.bing.com / referral,02,5,4,2,26.6,0.6,22,0,0
ferret-plus.com / referral,01,5,1,2,100.8,1.6,48,0,0
ferret-plus.com / referral,12,5,1,2,403.4,1.6,107,0,0
form.scsk.jp / referral,10,5,0,2,58,1,21,0,0
gdn / display,09,5,5,0,0,0,15,0,0
global.toshiba / referral,09,5,2,2,39.4,0.6,19,0,0
goo.ne / organic,04,5,4,3,21.6,0.6,20,0,0
help.spa-cloud.com / referral,01,5,0,5,138.6,1.6,41,0,0
help.spa-cloud.com / referral,07,5,0,3,3.6666666666666665,0.6666666666666666,16,0,0
itmedia / external,11,5,0,4,71.6,0.8,21,0,0
liskul.com / referral,01,5,4,2,50.6,0.8,31,0,0
login.microsoftonline.com / referral,10,5,3,2,109.8,1.4,47,0,0
logmi.jp / referral,04,5,3,0,53.8,0.8,28,0,0
mind.co.jp / referral,04,5,5,0,16.4,0.8,32,0,0
nikkeibp / external,10,5,0,2,60,1,13,0,0
nikkeibp / external,11,5,0,4,140,1,26,0,0
notepm.jp / referral,06,5,5,4,46,1,51,0,0
perplexity / (not set),01,5,5,0,18.8,0.4,19,0,0
perplexity / (not set),09,5,6,1,51.2,0.4,22,0,0
perplexity / (not set),10,5,6,0,23.6,0.6,22,0,0
product-senses.mazrica.com / referral,04,5,5,0,97.8,0.8,39,0,0
prtimes.jp / referral,08,5,2,0,10.2,0.8,15,0,0
qiita.com / referral,09,5,1,4,73.4,0.8,36,0,0
scsk.jp / referral,09,5,5,0,63,0.8,41,0,0
sites.google.com / referral,06,5,4,0,67.2,0.8,17,0,0
sites.google.com / referral,11,5,5,0,39.4,0.8,29,0,0
smaregi.jp / referral,07,5,5,2,293.4,1,50,0,0
sp-search.jp / referral,06,5,5,0,38.2,0.8,19,0,0
sp-search.jp / referral,11,5,4,1,225.8,0.6,22,0,0
teams.microsoft.com / referral,10,5,0,5,27.6,1,25,0,0
teams.microsoft.com / referral,11,5,2,4,115.25,1.75,26,0,0
ydn / display,11,5,5,1,11.8,0.2,18,0,0
youtube / video,11,5,5,0,0,0,15,0,0
youtube.com / referral,09,5,2,3,29.4,1,21,0,0
zeiken / external,07,5,0,3,138,1.6,31,0,0
192.168.100.11 / referral,07,4,4,1,10.25,0.25,21,0,0
Facebook / banner,04,4,0,2,75.5,0.75,13,0,0
Facebook / banner,05,4,0,3,69.75,1.25,25,0,0
Facebook / banner,06,4,0,3,82.25,1,22,0,0
WA / product_MB,01,4,0,4,44.5,1.25,15,0,0
baidu / organic,05,4,4,0,0,0,12,0,0
bcore.biz / referral,06,4,4,0,93.25,0.5,23,0,0
bcore.biz / referral,12,4,4,0,22,0.75,17,0,0
beesconnect.com / referral,06,4,4,0,11,0.25,15,0,0
bic.libcon.co.jp / referral,01,4,0,3,21,3.25,38,0,0
biglobe / organic,07,4,4,0,30,0.5,19,0,0
biglobe / organic,10,4,4,0,85.25,0.75,17,0,0
biz.moneyforward.com / referral,08,4,3,1,79,1.25,33,0,0
cdata.com / referral,12,4,3,2,23.75,0.75,21,0,0
chatgpt.com / (not set),02,4,3,0,27,0.3333333333333333,13,0,0
cmwchuoseiki.sharepoint.com / referral,05,4,4,0,207.75,0.5,18,0,0
cmwchuoseiki.sharepoint.com / referral,08,4,2,0,6.75,0.5,12,0,0
cn.bing.com / referral,12,4,3,3,42.75,0.5,16,0,0
copilot.microsoft.com / referral,07,4,1,2,93.25,1,22,0,0
copilot.microsoft.com / referral,09,4,3,1,136,1,26,0,0
css-net.co.jp / referral,05,4,3,1,11.5,0.75,17,0,0
docomo.ne.jp / referral,02,4,4,0,13,0.5,14,0,0
duckduckgo / organic,02,4,4,0,65.5,1,26,0,0
dx-consultant.co.jp / referral,05,4,0,1,128.5,1,22,0,0
ecosia.org / organic,04,4,4,1,16,0.75,24,0,0
ecosia.org / organic,09,4,4,0,18,0.75,17,0,0
ecosia.org / organic,10,4,3,1,17.5,0.5,15,0,0
edgeservices.bing.com / referral,05,4,4,2,159.5,0.75,34,0,0
edgeservices.bing.com / referral,08,4,2,2,105,1,15,0,0
edgeservices.bing.com / referral,09,4,4,0,57.75,1,21,0,0
fa-products.jp / referral,03,4,3,0,3,0.5,12,0,0
facebook.com / referral,01,4,3,0,4.5,0.25,12,0,0
ferret-plus.com / referral,03,4,0,2,37.5,1,17,0,0
ferret-plus.com / referral,09,4,1,2,61,1.25,22,0,0
ferret-plus.com / referral,10,4,2,1,100.75,1,27,0,0
gdsa / (not set),06,4,4,1,37,0.25,20,0,0
geniee.co.jp / referral,08,4,3,0,11.5,1,18,0,0
goo.ne / organic,02,4,4,1,133,1.25,33,0,0
goo.ne / organic,12,4,4,0,50.75,0.75,16,0,0
gpw.businessni.jp:20443 / referral,09,4,3,0,22.75,0.75,16,0,0
help.spa-cloud.com / referral,04,4,0,3,84,1.25,26,0,0
help.spa-cloud.com / referral,06,4,0,2,78.33333333333333,1.6666666666666667,22,0,0
help.spa-cloud.com / referral,10,4,0,4,14.5,1,10,0,0
help.spa-cloud.com / referral,11,4,0,4,85,1.25,30,0,0
i-reporter.jp / referral,02,4,0,3,67.75,0.75,10,0,0
i-reporter.jp / referral,08,4,0,4,59,1,31,0,0
i-reporter.jp / referral,09,4,0,4,102.75,1.25,38,0,0
i-reporter.jp / referral,12,4,0,3,99.75,1.25,19,0,0
it.apposys.jp / referral,04,4,0,1,19.25,1,12,0,0
jppanasonic.sharepoint.com / referral,07,4,4,0,125.75,0.5,22,0,0
jwsearch.jword.jp / referral,10,4,4,0,36.25,1,17,0,0
kyoceragp.sharepoint.com / referral,03,4,3,2,168,1,33,0,0
kyoceragp.sharepoint.com / referral,05,4,3,3,66.75,1.5,29,0,0
kyoceragp.sharepoint.com / referral,07,4,3,1,36,1,25,0,0
kyoceragp.sharepoint.com / referral,10,4,3,1,19,0.75,18,0,0
l.workplace.com / referral,11,4,3,1,64.33333333333333,1,20,0,0
login.microsoftonline.com / referral,02,4,3,1,31.5,0.75,17,0,0
login.microsoftonline.com / referral,03,4,4,1,53.75,1,21,0,0
login.microsoftonline.com / referral,04,4,4,1,50.5,0.5,22,0,0
logmi.jp / referral,09,4,3,0,47.25,0.75,29,0,0
m.facebook.com / referral,02,4,3,1,185.75,0.75,27,0,0
mgp.cybermail.jp / referral,12,4,0,0,0,1,7,0,0
mind.co.jp / referral,07,4,4,1,19.75,0.75,18,0,0
newsletter / email,07,4,0,3,25.666666666666668,1.3333333333333333,19,0,0
notepm.jp / referral,02,4,3,1,64,1,42,0,0
notepm.jp / referral,03,4,4,0,52.5,1,18,0,0
notepm.jp / referral,08,4,4,1,41.25,0.75,21,0,0
nttdata-tohoku.co.jp / referral,04,4,3,2,27,0.75,21,0,0
patlite-ap.com / referral,04,4,4,0,39.75,1,25,0,0
perplexity / (not set),11,4,4,0,4.75,0.25,16,0,0
perplexity / (not set),12,4,4,0,52.25,0.75,16,0,0
persol-bd.co.jp / referral,03,4,4,1,36.5,1,18,0,0
prtimes.jp / referral,03,4,0,3,33.75,1,11,0,0
prtimes.jp / referral,04,4,3,0,44,0.5,23,0,0
scsk.jp / referral,03,4,1,1,6.75,1,13,0,0
search.fenrir-inc.com / referral,08,4,3,1,248.66666666666666,0.6666666666666666,20,0,0
sites.google.com / referral,07,4,4,0,90.25,1,18,0,0
smaregi.jp / referral,04,4,4,1,40,1.25,27,0,0
talk.worksmobile.com / referral,05,4,2,3,154.5,1.5,26,0,0
talk.worksmobile.com / referral,09,4,2,2,48,0.75,17,0,0
teams.microsoft.com / referral,04,4,2,2,34.25,1,24,0,0
teams.microsoft.com / referral,07,4,2,4,71.25,1,29,0,0
teams.microsoft.com / referral,12,4,2,3,8.5,1,18,0,0
wingarc.com.sg / referral,06,4,0,0,28.5,1,7,0,0
youtube.com / referral,03,4,2,2,85.75,1,17,0,0
youtube.com / referral,07,4,2,0,72.75,0.75,32,0,0
youtube.com / referral,10,4,2,1,31,0.75,19,0,0
210.159.85.197 / referral,07,3,3,0,86.33333333333333,0.6666666666666666,12,0,0
Microsoft / banner,03,3,0,1,6,0,7,0,0
WA / product_MB,03,3,0,3,51.333333333333336,1,16,0,0
active.nikkeibp.co.jp / referral,01,3,0,0,104.66666666666667,1,20,0,0
active.nikkeibp.co.jp / referral,05,3,0,2,63.333333333333336,1,15,0,0
active.nikkeibp.co.jp / referral,06,3,0,0,329.6666666666667,1,22,0,0
asp30.wawa.ne.jp / referral,02,3,3,2,58,0.6666666666666666,19,0,0
aspicjapan.org / referral,07,3,0,2,64,1.5,14,0,0
bcore.biz / referral,02,3,3,2,3,0.3333333333333333,14,0,0
bcore.biz / referral,03,3,3,0,59.333333333333336,0.3333333333333333,17,0,0
beesconnect.com / referral,04,3,3,0,62.333333333333336,1,14,0,0
biglobe / organic,03,3,3,0,15.333333333333334,0.3333333333333333,12,0,0
biglobe / organic,05,3,3,0,64,0.6666666666666666,12,0,0
biz.nikkan.co.jp / referral,08,3,0,0,23,1,9,0,0
chat.cybermail.jp / referral,09,3,2,0,25,1,11,0,0
chatgpt.com / referral,10,3,2,1,27.666666666666668,1,12,0,0
cmwchuoseiki.sharepoint.com / referral,10,3,3,0,25.666666666666668,1,12,0,0
cn.bing.com / referral,09,3,2,0,15.333333333333334,0.6666666666666666,13,0,0
css-net.co.jp / referral,06,3,3,1,16.333333333333332,0.3333333333333333,14,0,0
data-parade.com / referral,03,3,0,3,25.333333333333332,1,16,0,0
dsk-cloud.com / referral,04,3,3,0,75.33333333333333,0.6666666666666666,16,0,0
dsk-cloud.com / referral,05,3,3,0,172.33333333333334,0.6666666666666666,22,0,0
ecosia.org / organic,02,3,3,0,20,1,12,0,0
ecosia.org / organic,03,3,3,0,8.666666666666666,0.3333333333333333,10,0,0
ecosia.org / organic,12,3,3,1,14,0.3333333333333333,12,0,0
edgeservices.bing.com / referral,03,3,3,0,42,0.3333333333333333,13,0,0
em.macnica.co.jp / referral,09,3,0,2,112.5,1,10,0,0
employment.en-japan.com / referral,12,3,3,1,104,1.3333333333333333,23,0,0
erp.dentsusoken.com / referral,05,3,2,2,301.6666666666667,1.6666666666666667,52,0,0
ers.nikkeibp.co.jp / referral,04,3,0,0,18.666666666666668,1,6,0,0
euc-powerpoint.officeapps.live.com / referral,01,3,3,0,0,0,9,0,0
facebook.com / referral,10,3,3,0,0.3333333333333333,0,10,0,0
felo.ai / referral,12,3,3,1,9,0.3333333333333333,12,0,0
ferret-plus.com / referral,07,3,2,0,81.66666666666667,1,21,0,0
forms.office.com / referral,09,3,3,1,7.666666666666667,0.6666666666666666,13,0,0
fujitsu.com / referral,11,3,3,0,23.333333333333332,1,15,0,0
geniee.co.jp / referral,10,3,2,0,44.333333333333336,1,16,0,0
geniee.co.jp / referral,11,3,2,1,401.6666666666667,2,33,0,0
giravanz.jp / referral,09,3,0,1,4,1,8,0,0
go3.shikigaku.jp / email,06,3,0,3,16.666666666666668,1,11,0,0
goo.ne / organic,08,3,3,0,123.66666666666667,1,12,0,0
goo.ne / organic,09,3,2,0,42.5,1,10,0,0
goo.ne / organic,11,3,3,0,119,0.6666666666666666,12,0,0
google / referral,12,3,2,1,11.666666666666666,0.3333333333333333,13,0,0
grmk / display,06,3,3,0,0.6666666666666666,0.3333333333333333,10,0,0
gws41.j-motto.co.jp / referral,05,3,3,2,617.6666666666666,1.3333333333333333,27,0,0
help.spa-cloud.com / referral,03,3,0,2,17.666666666666668,0.6666666666666666,9,0,0
help.spa-cloud.com / referral,05,3,0,3,218.33333333333334,1.3333333333333333,16,0,0
help.spa-cloud.com / referral,08,3,0,3,69,1,14,0,0
help.spa-cloud.com / referral,12,3,0,3,25.333333333333332,1,8,0,0
hitachi-solutions.co.jp / referral,09,3,0,1,64.33333333333333,1,7,0,0
i-reporter.jp / referral,05,3,0,2,56,1.3333333333333333,25,0,0
i-reporter.jp / referral,10,3,0,3,130.33333333333334,1.3333333333333333,13,0,0
i-reporter.jp / referral,11,3,0,3,83.66666666666667,1.3333333333333333,21,0,0
ipros.lightning.force.com / referral,09,3,0,2,14,1,9,0,0
itmedia / external,09,3,0,1,33.666666666666664,1,12,0,0
itmedia.co.jp / referral,02,3,3,0,17.666666666666668,1,12,0,0
ja.wikipedia.org / referral,04,3,0,1,60.333333333333336,1,16,0,0
ja.wikipedia.org / referral,05,3,0,2,89.33333333333333,1,13,0,0
jwsearch.jword.jp / referral,06,3,3,0,16.666666666666668,0.3333333333333333,12,0,0
kids.yahoo.co.jp / referral,12,3,3,1,19.666666666666668,0.6666666666666666,14,0,0
kigyolog.com / referral,04,3,2,1,84.66666666666667,1,28,0,0
kyoceragp.sharepoint.com / referral,06,3,2,1,25.666666666666668,1,12,0,0
l.facebook.com / referral,04,3,1,2,16,1.3333333333333333,17,0,0
l.facebook.com / referral,06,3,1,2,180.66666666666666,1.6666666666666667,32,0,0
l.facebook.com / referral,11,3,0,1,30.333333333333332,1,9,0,0
lens.google.com / referral,10,3,3,1,0.6666666666666666,0.3333333333333333,13,0,0
liskul.com / referral,12,3,3,1,421.6666666666667,1,45,0,0
login.zscaler.net / referral,06,3,2,2,26,0.6666666666666666,13,0,0
logistech-online.com / referral,09,3,0,0,4.333333333333333,1,8,0,0
logmi.jp / referral,08,3,3,1,5,0.3333333333333333,12,0,0
m.facebook.com / referral,11,3,1,1,274,1,14,0,0
mail.google.com / referral,05,3,0,2,149.33333333333334,1.3333333333333333,20,0,0
mail.google.com / referral,12,3,0,0,1,1,9,0,0
members.techtarget.itmedia.co.jp / referral,05,3,0,0,76.33333333333333,1,6,0,0
metoree.com / referral,05,3,2,2,17,1,18,0,0
metoree.com / referral,09,3,1,1,46.333333333333336,0.6666666666666666,17,0,0
microsoft / cpc,02,3,0,2,24.5,1,10,0,0
microsoft / cpc,04,3,0,3,26.333333333333332,2.3333333333333335,28,0,0
microsoft / cpc,08,3,0,3,20.333333333333332,1,12,0,0
microsoft / cpc,09,3,0,3,64,2,24,0,0
mind.co.jp / referral,05,3,3,1,32,1.3333333333333333,15,0,0
mind.co.jp / referral,09,3,3,0,23,0.3333333333333333,13,0,0
mind.co.jp / referral,11,3,3,1,48,0.6666666666666666,18,0,0
mitsuiwa.co.jp / referral,08,3,3,0,11.666666666666666,0.3333333333333333,11,0,0
n-pax.com / referral,04,3,3,1,148,0.6666666666666666,22,0,0
nikkeibp / external,09,3,0,2,43.333333333333336,1,9,0,0
nttdata-tohoku.co.jp / referral,01,3,3,0,6,0.3333333333333333,11,0,0
one.nec.com / referral,12,3,3,1,13,0.3333333333333333,16,0,0
otsuka-shokai.co.jp / referral,06,3,1,2,57.666666666666664,1,17,0,0
perplexity / (not set),08,3,3,0,0,0,9,0,0
product-senses.mazrica.com / referral,01,3,2,1,66,1,11,0,0
profuture.co.jp / referral,05,3,3,0,15.333333333333334,0.3333333333333333,12,0,0
profuture.co.jp / referral,10,3,3,0,29.333333333333332,1,13,0,0
profuture.co.jp / referral,11,3,3,0,5.333333333333333,0.6666666666666666,12,0,0
prtimes.jp / referral,05,3,1,2,36,0.6666666666666666,20,0,0
prtimes.jp / referral,07,3,1,0,9.333333333333334,1,9,0,0
qiita.com / referral,01,3,3,1,11.333333333333334,0.3333333333333333,14,0,0
rakurakuhanbai.jp / referral,08,3,3,0,37.333333333333336,0.6666666666666666,12,0,0
rakurakuhanbai.jp / referral,10,3,3,0,69.33333333333333,1,21,0,0
s03.company.talknote.com / referral,03,3,3,3,137.66666666666666,1,50,0,0
satr.jp / referral,11,3,3,1,0,0,11,0,0
scsk.jp / referral,06,3,2,2,173.66666666666666,0.3333333333333333,20,0,0
search.fenrir-inc.com / referral,07,3,3,1,26.666666666666668,0.6666666666666666,13,0,0
search.fenrir-inc.com / referral,10,3,3,1,6.333333333333333,0.3333333333333333,16,0,0
search.portal.uqmobile.jp / referral,05,3,3,0,82.66666666666667,0.3333333333333333,11,0,0
search.portal.uqmobile.jp / referral,12,3,3,0,33.666666666666664,1,14,0,0
sites.google.com / referral,04,3,2,1,18.666666666666668,1,11,0,0
sites.google.com / referral,12,3,2,2,152,1.6666666666666667,57,0,0
smaregi.jp / referral,08,3,3,1,32.333333333333336,0.6666666666666666,15,0,0
ssl.wf.jobcan.jp / referral,01,3,3,0,100.66666666666667,1,14,0,0
technopro.lightning.force.com / referral,12,3,3,2,107.33333333333333,1,57,0,0
techtouch.jp / referral,03,3,2,2,283.6666666666667,1.3333333333333333,30,0,0
tocaro.im / referral,06,3,0,3,124.33333333333333,1,12,0,0
tocaro.im / referral,07,3,2,1,293.6666666666667,1.6666666666666667,23,0,0
tomendevices.cybozu.com / referral,11,3,2,1,11.333333333333334,1,17,0,0
totec-sangyo.jp / referral,06,3,0,2,20.333333333333332,0.6666666666666666,9,0,0
totec-sangyo.jp / referral,12,3,0,2,38.5,1,18,0,0
toyokeizai / external,10,3,0,3,185.66666666666666,1,13,0,0
u-dsk.co.jp / referral,01,3,2,1,859.3333333333334,1.6666666666666667,48,0,0
webaccess.in.kyocera.co.jp:6082 / referral,05,3,2,1,29,0.6666666666666666,11,0,0
youtube.com / referral,04,3,0,1,127.66666666666667,1,25,0,0
youtube.com / referral,08,3,2,2,4,0.6666666666666666,20,0,0
126.1.1.22 / referral,05,2,2,1,21.5,0.5,11,0,0
192.168.100.211 / referral,11,2,2,0,91.5,1,13,0,0
34952200429508.fuji.fsi.local / referral,07,2,2,1,0.5,0,9,0,0
Facebook / banner,09,2,0,1,33.5,1,5,0,0
ITmedia / banner,09,2,0,2,54.5,1,7,0,0
ITmedia / external,04,2,0,1,95,1,5,0,0
WA / (not set),08,2,0,2,170.5,1.5,22,0,0
WA / referral,02,2,0,0,49,1,8,0,0
WA / referral,05,2,0,1,3,0,9,0,0
WA / referral,07,2,0,1,66,1,10,0,0
active.nikkeibp.co.jp / referral,10,2,0,0,40,1,7,0,0
ammic.co.jp / referral,02,2,2,0,23.5,1,8,0,0
ammic.co.jp / referral,03,2,0,2,6.5,1,6,0,0
ammic.co.jp / referral,07,2,2,0,8.5,1,8,0,0
ammic.co.jp / referral,11,2,2,1,30.5,0.5,13,0,0
ap.ssso.hdems.com / referral,02,2,1,0,2,1,9,0,0
aperza / external,04,2,0,2,323.5,1,19,0,0
aperza / external,05,2,0,2,358.5,3,57,0,0
app.asana.com / referral,01,2,0,1,36,2.5,29,0,0
ascii.jp / referral,12,2,1,2,13,2,11,0,0
baidu / organic,04,2,1,0,2,0.5,5,0,0
baidu / organic,08,2,1,1,68.5,0.5,6,0,0
bcore.biz / referral,05,2,2,0,32.5,1,8,0,0
bcore.biz / referral,11,2,2,1,21.5,1,11,0,0
beesconnect.com / referral,01,2,2,1,25,0.5,11,0,0
beesconnect.com / referral,07,2,2,0,20.5,1,8,0,0
beesconnect.com / referral,08,2,2,0,6,0.5,8,0,0
beesconnect.com / referral,10,2,2,0,14.5,0.5,8,0,0
biglobe / organic,01,2,2,0,42,1,10,0,0
biglobe / organic,04,2,1,0,35,1,7,0,0
biglobe / organic,08,2,2,0,0,0,6,0,0
biglobe / organic,09,2,1,2,87,0.5,11,0,0
bing / (not set),06,2,2,0,17.5,1,8,0,0
bing / referral,03,2,1,1,40.5,1,12,0,0
bing / referral,09,2,2,0,134.5,1,15,0,0
bing / referral,10,2,1,1,194.5,1,12,0,0
biz.moneyforward.com / referral,11,2,1,0,22,1,8,0,0
biz.nikkan.co.jp / referral,10,2,0,1,73.5,1,9,0,0
biz.nikkan.co.jp / referral,11,2,0,2,25,1,8,0,0
biz.nikkan.co.jp / referral,12,2,0,2,299.5,1,14,0,0
bizxim.com / referral,08,2,1,0,1.5,1,6,0,0
blog.hubspot.jp / referral,03,2,2,2,321.5,3.5,70,0,0
blog.hubspot.jp / referral,06,2,2,0,33,1,14,0,0
blog.hubspot.jp / referral,08,2,1,0,61,1,13,0,0
blog.hubspot.jp / referral,10,2,2,0,2,0.5,7,0,0
box.com / referral,07,2,0,0,99,1,9,0,0
boxil.jp / referral,01,2,1,2,695.5,1.5,46,0,0
boxil.jp / referral,02,2,0,2,94,1.5,14,0,0
boxil.jp / referral,03,2,1,1,3.5,1,6,0,0
bozuman.cybozu.com / referral,08,2,2,0,33,1,10,0,0
cct-inc.co.jp / referral,12,2,0,0,0,1,5,0,0
cdata.com / referral,02,2,1,1,2.5,0.5,9,0,0
cdata.com / referral,11,2,2,1,11,0.5,14,0,0
chatgpt.com / (not set),12,2,2,0,0,0,8,0,0
chatgpt.com / referral,08,2,2,1,75.5,1,14,0,0
chatgpt.com / referral,09,2,1,0,10,0.5,11,0,0
classroom.google.com / referral,05,2,1,1,181,0.5,21,0,0
classroom.google.com / referral,06,2,1,1,0,0,7,0,0
classroom.google.com / referral,08,2,0,2,75.5,1.5,16,0,0
closedapi.commmune.com / referral,11,2,0,1,20.5,1,21,0,0
cloudgate.jp / referral,11,2,2,0,3,0,8,0,0
cms1.persol-bd.co.jp / referral,02,2,1,1,1,1,8,0,0
cmwchuoseiki.sharepoint.com / referral,02,2,1,1,23.5,1,7,0,0
cmwchuoseiki.sharepoint.com / referral,09,2,1,1,12,0.5,7,0,0
cmwchuoseiki.sharepoint.com / referral,11,2,2,0,22.5,1,8,0,0
community.globis.ac.jp / referral,09,2,1,0,22,1,8,0,0
copilot.microsoft.com / referral,04,2,2,1,9,1,11,0,0
copilot.microsoft.com / referral,06,2,2,0,251,1,22,0,0
corp.shikigaku.jp / referral,08,2,0,1,969,4,45,0,0
corp.shikigaku.jp / referral,09,2,0,2,68,1,8,0,0
corp.shikigaku.jp / referral,10,2,0,1,336,1,8,0,0
cs.wingarc.com.cn / referral,02,2,2,0,11,1,8,0,0
cs.wingarc.com.cn / referral,03,2,1,1,10.5,1.5,12,0,0
cs.wingarc.com.cn / referral,09,2,1,1,128.5,1,14,0,0
css-net.co.jp / referral,08,2,1,0,29,0.5,7,0,0
css-net.co.jp / referral,11,2,1,0,16,1,9,0,0
ctcg.sharepoint.com / referral,07,2,0,0,16,1,5,0,0
data-parade.com / referral,12,2,0,2,31.5,1,6,0,0
direct4b.com / referral,10,2,1,1,1,0.5,6,0,0
doc.sakura.ad.jp / referral,03,2,1,1,6.5,0.5,13,0,0
doc.sakura.ad.jp / referral,12,2,0,1,40.5,1,8,0,0
docomo.ne.jp / referral,06,2,2,0,105.5,1,8,0,0
docomo.ne.jp / referral,10,2,2,0,18,0.5,8,0,0
docomo.ne.jp / referral,12,2,2,0,16.5,0.5,7,0,0
dsk-cloud.com / referral,06,2,0,1,24,1,5,0,0
