# ----------------------------------------
# ユーザー獲得: ユーザーの最初の参照元 / メディア
# アカウント: www.wingarc.com
# プロパティ: https://www.wingarc.com - GA4
# ----------------------------------------
# 
# すべてのユーザー
# 開始日: 20240401
# 終了日: 20250331
ユーザーの最初の参照元 / メディア,月,総ユーザー数,新規ユーザー数,リピーター数,アクティブ ユーザーあたりの平均エンゲージメント時間,エンゲージメントのあったセッション数（1 アクティブ ユーザーあたり）,イベント数,キーイベント,ユーザー キーイベント率
google / cpc,01,2164,1667,572,49.90595463137996,0.8213610586011342,12498,0,0
google / cpc,03,2163,1761,510,42.62812647475224,0.7088249174138744,11756,0,0
yahoo / organic,10,2163,2056,311,56.7203901532745,0.6878773803994427,9665,0,0
(direct) / (none),01,2145,1308,754,48.41464597478176,0.8690591658583899,11447,0,0
(direct) / (none),11,2111,1022,985,64.46763672854992,0.916708479678876,11963,0,0
(direct) / (none),09,2110,958,930,64.27214250371104,0.929737753587333,12101,0,0
bing / organic,05,2082,1730,639,66.25317073170731,0.7990243902439025,10697,0,0
yahoo / organic,11,2029,1939,283,62.671782178217825,0.6896039603960396,9076,0,0
yahoo / organic,04,2000,1895,293,60.12072434607646,0.6906438631790744,8923,0,0
(direct) / (none),12,1950,968,855,62.34737979470557,0.9168017287952458,11302,0,0
(direct) / (none),08,1916,902,849,57.38699007717751,0.9437706725468578,10940,0,0
bing / organic,07,1892,1482,681,69.18980477223427,0.8503253796095445,10464,0,0
google / cpc,02,1892,1463,529,54.307022318998364,0.7942297223734349,10779,0,0
yahoo / organic,09,1832,1743,258,63.07076247942951,0.7065277015907844,8192,0,0
yahoo / organic,08,1822,1736,273,63.33608360836084,0.682068206820682,8153,0,0
bing / cpc,06,1817,1483,511,46.64985994397759,0.7316526610644257,10050,0,0
yahoo / organic,01,1737,1652,231,60.14939200926462,0.6803705848291836,7619,0,0
yahoo / organic,02,1736,1635,228,57.8514219384794,0.6831108531630876,7641,0,0
bing / organic,06,1726,1323,625,63.48845470692718,0.8075784487862641,9250,0,0
yahoo / organic,03,1700,1614,230,60.16547619047619,0.6779761904761905,7607,0,0
(direct) / (none),03,1680,911,690,54.21830550401979,0.8243661100803958,9242,0,0
yahoo / organic,12,1587,1502,254,58.91883322764743,0.6956246036778694,7042,0,0
bing / organic,04,1547,1233,545,67.27608982826949,0.8262879788639366,8410,0,0
bing / organic,10,1533,1158,551,72.6190798376184,0.8572395128552097,8313,0,0
(direct) / (none),02,1529,755,676,60.25806451612903,0.9327385037748799,8882,0,0
bing / cpc,07,1477,1082,514,60.613875262789065,0.810791871058164,8464,0,0
bing / cpc,12,1450,1092,470,60.96259703599153,0.8087508821453776,7907,0,0
bing / organic,09,1364,1010,498,75.67070401211204,0.8909916729750189,7444,0,0
bing / organic,08,1298,959,496,69.03907496012759,0.8492822966507177,7257,0,0
bing / cpc,05,1285,980,391,54.93010325655282,0.7982525814138205,7367,0,0
bing / organic,11,1236,909,456,72.97240802675586,0.8520066889632107,6773,0,0
bing / organic,12,1170,836,468,71.44591029023746,0.8645558487247141,6649,0,0
bing / cpc,09,1120,785,404,68.92014856081708,0.8644382544103992,6465,0,0
bing / cpc,11,1111,791,411,67.73791821561338,0.8819702602230484,6489,0,0
bing / cpc,08,1095,754,408,69.57929724596391,0.8679962013295347,6193,0,0
bing / organic,01,1072,786,414,78.06602870813397,0.8794258373205741,6015,0,0
bing / cpc,02,1020,716,363,64.97773279352226,0.8755060728744939,5695,0,0
bing / cpc,10,1004,743,347,67.64263645726055,0.8877445932028837,5964,0,0
bing / cpc,01,997,662,404,58.92421052631579,0.8957894736842106,5663,0,0
bing / cpc,03,996,681,370,69.38144329896907,0.8443298969072165,5602,0,0
bing / organic,02,971,695,379,72.1963906581741,0.9203821656050956,5832,0,0
yahoo / cpc,04,859,638,266,62.76796230859835,0.8881036513545347,4887,0,0
bing / organic,03,853,600,360,71.54181818181819,0.92,4850,0,0
yahoo / cpc,01,841,631,259,65.37956204379562,0.7883211678832117,4657,0,0
bing / cpc,04,840,545,280,62.51159951159951,0.8400488400488401,4461,0,0
yahoo / cpc,09,832,585,245,59.306172839506175,0.8246913580246914,4582,0,0
yahoo / cpc,07,785,481,249,57.110246433203635,0.8573281452658884,4141,0,0
yahoo / cpc,06,761,519,259,63.327397260273976,0.8698630136986302,4304,0,0
yahoo / cpc,11,748,534,232,73.4764542936288,0.8767313019390581,4463,0,0
yahoo / cpc,05,713,480,225,54.86350574712644,0.8635057471264368,3741,0,0
yahoo / cpc,12,676,449,247,67.19814241486068,0.8111455108359134,3606,0,0
yahoo / cpc,10,645,409,229,81.78343949044586,0.8837579617834395,3762,0,0
yahoo / cpc,02,620,444,188,64.36484245439469,0.8706467661691543,3391,0,0
yahoo / cpc,03,550,334,189,54.401869158878505,0.8785046728971962,2979,0,0
yahoo / cpc,08,550,379,183,63.340782122905026,0.8230912476722533,3035,0,0
WA / email,01,267,127,101,53.447876447876446,0.7683397683397684,1147,0,0
ydsa / cpc,10,242,203,70,60.8326359832636,0.8577405857740585,1523,0,0
ydsa / cpc,11,240,199,78,96.27659574468085,1.0680851063829788,1725,0,0
Microsoft / banner,02,237,234,2,1.8523206751054853,0.08860759493670886,766,0,0
WA / email,11,223,100,110,81.4319248826291,0.8967136150234741,1099,0,0
WA / email,04,220,124,99,89.13207547169812,0.8726415094339622,1228,0,0
WA / email,07,215,75,125,89.50990099009901,0.9702970297029703,1192,0,0
WA / email,08,208,107,97,95.76649746192894,0.8578680203045685,1088,0,0
WA / email,06,207,92,110,95.82323232323232,0.9696969696969697,1118,0,0
WA / email,05,201,97,88,77.88829787234043,0.8351063829787234,973,0,0
WA / email,10,194,91,97,71.03243243243243,0.8216216216216217,979,0,0
ccs2.ngu.ac.jp / referral,06,180,180,85,56.17777777777778,0.3888888888888889,829,0,0
ydsa / cpc,03,178,157,38,43.943502824858754,0.711864406779661,946,0,0
WA / email,09,177,86,90,79.3529411764706,0.8294117647058824,916,0,0
ydsa / cpc,12,176,144,53,61.58139534883721,0.8662790697674418,1031,0,0
WA / email,12,174,73,89,81.13095238095238,0.9583333333333334,926,0,0
ydsa / cpc,07,171,136,54,88.02395209580838,1.0119760479041917,1249,0,0
yrmk / display,08,171,162,7,14.916666666666666,0.23809523809523808,593,0,0
ydsa / cpc,01,164,127,51,73.50314465408805,0.89937106918239,1047,0,0
WA / email,03,151,75,67,65.70714285714286,0.8071428571428572,747,0,0
ydsa / cpc,08,142,94,61,122.7517730496454,0.9645390070921985,946,0,0
WA / email,02,140,48,74,84.34848484848484,1.0151515151515151,794,0,0
yrmk / display,02,131,121,11,6.203125,0.1484375,447,0,0
yrmk / display,05,119,111,7,6.660869565217391,0.1565217391304348,411,0,0
hs_email / email,08,115,103,15,31.210526315789473,0.5087719298245614,509,0,0
yrmk / display,09,104,94,10,4.262626262626263,0.15151515151515152,351,0,0
yrmk / display,04,94,85,5,15.898876404494382,0.1797752808988764,324,0,0
ydsa / cpc,09,91,40,45,66.60227272727273,1,517,0,0
yrmk / display,03,87,81,2,5.867469879518072,0.1686746987951807,308,0,0
ydsa / cpc,06,83,41,29,53.19230769230769,0.8974358974358975,453,0,0
gdn / display,10,81,81,0,0.04938271604938271,0.14814814814814814,256,0,0
ydsa / cpc,02,79,59,24,42.61842105263158,0.8289473684210527,403,0,0
yrmk / display,06,79,73,2,10.285714285714286,0.15584415584415584,261,0,0
yrmk / display,10,77,72,6,8.266666666666667,0.14666666666666667,273,0,0
service.smt.docomo.ne.jp / referral,05,75,74,8,56.4,0.5466666666666666,329,0,0
yrmk / display,07,73,66,9,5.085714285714285,0.14285714285714285,261,0,0
service.smt.docomo.ne.jp / referral,06,66,65,10,53.40909090909091,0.6212121212121212,352,0,0
ydsa / cpc,04,62,31,25,82.26229508196721,1.098360655737705,340,0,0
ydsa / cpc,05,62,35,25,82.88135593220339,1,374,0,0
service.smt.docomo.ne.jp / referral,03,59,59,7,52.49152542372882,0.6779661016949152,251,0,0
service.smt.docomo.ne.jp / referral,08,58,56,3,34.660714285714285,0.39285714285714285,235,0,0
service.smt.docomo.ne.jp / referral,09,58,57,8,55.51724137931034,0.7241379310344828,248,0,0
statics.teams.cdn.office.net / referral,10,58,35,37,97.6896551724138,0.9827586206896551,386,0,0
service.smt.docomo.ne.jp / referral,10,57,57,4,44.473684210526315,0.5614035087719298,241,0,0
statics.teams.cdn.office.net / referral,12,57,32,24,55.03921568627451,0.8627450980392157,351,0,0
yrmk / display,01,57,53,4,9.777777777777779,0.24074074074074073,205,0,0
yrmk / display,11,56,39,10,13.88,0.3,194,0,0
yrmk / display,12,56,50,5,26.61111111111111,0.18518518518518517,191,0,0
developer.hnavi.co.jp / referral,10,55,55,12,19.436363636363637,0.6545454545454545,310,0,0
service.smt.docomo.ne.jp / referral,07,53,52,6,57.56603773584906,0.6037735849056604,220,0,0
service.smt.docomo.ne.jp / referral,11,52,51,7,57.38461538461539,0.7884615384615384,231,0,0
service.smt.docomo.ne.jp / referral,04,49,48,4,57.326530612244895,0.5510204081632653,203,0,0
service.smt.docomo.ne.jp / referral,01,46,45,1,26.26086956521739,0.4782608695652174,180,0,0
itmedia.co.jp / referral,08,45,45,5,58.2,0.7333333333333333,241,0,0
service.smt.docomo.ne.jp / referral,02,44,44,3,67.70454545454545,0.6590909090909091,185,0,0
statics.teams.cdn.office.net / referral,01,43,19,24,79.1891891891892,0.8918918918918919,250,0,0
statics.teams.cdn.office.net / referral,11,42,17,24,43.432432432432435,0.8108108108108109,211,0,0
ydn / display,02,40,37,3,3.972972972972973,0.08108108108108109,131,0,0
statics.teams.cdn.office.net / referral,03,38,23,24,65.72222222222223,1.0277777777777777,260,0,0
microsoft / cpc,10,35,0,19,73.2,1.1714285714285715,185,0,0
service.smt.docomo.ne.jp / referral,12,33,33,2,32.21212121212121,0.5757575757575758,130,0,0
Facebook / banner,11,32,32,1,1.5625,0.15625,104,0,0
statics.teams.cdn.office.net / referral,09,32,16,16,79.26666666666667,0.8333333333333334,256,0,0
ydn / display,08,32,32,3,5.84375,0.09375,110,0,0
gemini.google.com / referral,01,30,30,2,16.566666666666666,0.4666666666666667,128,0,0
dnet.nkcnet.co.jp / referral,02,29,29,6,34.48275862068966,0.5862068965517241,144,0,0
el.mml.tuis.ac.jp / referral,06,28,28,6,10.107142857142858,0.25,111,0,0
statics.teams.cdn.office.net / referral,02,28,10,13,28.181818181818183,1,133,0,0
hitachigroup.okta.com / referral,07,27,23,10,33.925925925925924,0.7407407407407407,136,0,0
hitachigroup.okta.com / referral,10,27,17,13,34.592592592592595,0.7407407407407407,126,0,0
ydn / display,10,27,27,0,7,0.1111111111111111,85,0,0
gdn / display,11,26,26,0,0,0.2692307692307692,85,0,0
Facebook / banner,10,25,16,2,4.7894736842105265,0.47368421052631576,82,0,0
classroom.google.com / referral,11,25,25,18,226.44,0.76,170,0,0
hitachigroup.okta.com / referral,08,25,13,7,104.42105263157895,0.631578947368421,122,0,0
ydn / display,06,25,25,1,7.68,0.16,85,0,0
ydn / display,07,25,25,1,5.64,0.16,86,0,0
Facebook / banner,03,23,12,5,25.833333333333332,0.5,89,0,0
glexa.u-nagano.ac.jp / referral,12,23,23,15,65.69565217391305,0.21739130434782608,112,0,0
kids.yahoo.co.jp / referral,07,22,22,0,35.72727272727273,0.6363636363636364,97,0,0
statics.teams.cdn.office.net / referral,04,22,11,13,107.76190476190476,1.1428571428571428,144,0,0
ydn / display,05,22,22,2,1.9090909090909092,0.18181818181818182,74,0,0
ydn / display,09,22,22,0,11.954545454545455,0.18181818181818182,82,0,0
hitachigroup.okta.com / referral,05,21,16,9,15.5,0.55,86,0,0
hitachigroup.okta.com / referral,09,21,15,6,57.94736842105263,0.7368421052631579,95,0,0
statics.teams.cdn.office.net / referral,05,21,9,14,73.89473684210526,1.105263157894737,178,0,0
statics.teams.cdn.office.net / referral,08,21,13,13,41.95238095238095,0.8095238095238095,115,0,0
youtube / video,10,21,21,0,0,0,63,0,0
syndicatedsearch.goog / referral,12,20,20,1,53.95,0.7,84,0,0
hs_email / email,01,19,0,14,76.5,1.3333333333333333,118,0,0
hs_email / email,09,19,0,18,67.3157894736842,1.4736842105263157,119,0,0
statics.teams.cdn.office.net / referral,07,19,5,12,83.29411764705883,1.3529411764705883,143,0,0
websearch.rakuten.co.jp / referral,05,19,18,5,30.894736842105264,0.47368421052631576,75,0,0
LinkedIn / banner,02,18,16,1,1.3888888888888888,0.2222222222222222,55,0,0
duckduckgo / organic,05,18,16,5,40,0.6666666666666666,106,0,0
hitachigroup.okta.com / referral,06,18,12,7,85.875,0.9375,103,0,0
hitachigroup.okta.com / referral,12,18,13,4,31.625,0.5625,76,0,0
itmedia / external,10,18,0,9,57.529411764705884,1.0588235294117647,70,0,0
kids.yahoo.co.jp / referral,06,18,18,0,82.77777777777777,0.4444444444444444,67,0,0
qiita.com / referral,06,18,14,7,28.88888888888889,0.8333333333333334,98,0,0
websearch.rakuten.co.jp / referral,07,18,17,5,55.388888888888886,0.6111111111111112,74,0,0
Facebook / banner,01,17,13,0,3.0625,0.6875,54,0,0
Facebook / banner,02,17,7,3,19.25,0.6875,66,0,0
WA / product_MB,10,17,0,17,143,1.4705882352941178,112,0,0
cmwchuoseiki.sharepoint.com / referral,06,17,12,2,17.823529411764707,0.7647058823529411,74,0,0
duckduckgo / organic,07,17,14,5,70.70588235294117,0.7647058823529411,103,0,0
gemini.google.com / referral,12,17,17,2,7.588235294117647,0.4117647058823529,78,0,0
kids.yahoo.co.jp / referral,02,17,17,1,35.470588235294116,0.5882352941176471,73,0,0
perplexity.ai / referral,03,17,14,7,15.882352941176471,0.5294117647058824,74,0,0
perplexity.ai / referral,09,17,12,7,35.411764705882355,0.6470588235294118,87,0,0
perplexity.ai / referral,12,17,17,3,55.588235294117645,0.47058823529411764,82,0,0
persol-bd.co.jp / referral,02,17,14,1,37.35294117647059,0.9411764705882353,73,0,0
sp-web.search.auone.jp / referral,03,17,17,3,64.05882352941177,1,83,0,0
WA / product_MB,09,16,0,10,22.75,0.75,63,0,0
bi.lakeel.com / referral,09,16,14,4,54.1875,0.8125,104,0,0
chatgpt.com / referral,02,16,11,5,54.8,0.6666666666666666,82,0,0
chatgpt.com / referral,03,16,14,8,17.5625,0.9375,113,0,0
global.toshiba / referral,10,16,12,3,58.13333333333333,0.8666666666666667,70,0,0
hitachigroup.okta.com / referral,01,16,8,7,56.30769230769231,0.7692307692307693,81,0,0
hitachigroup.okta.com / referral,02,16,11,7,24.866666666666667,0.7333333333333333,65,0,0
qiita.com / referral,04,16,12,6,67.375,0.9375,111,0,0
sp-web.search.auone.jp / referral,04,16,16,1,56.3125,0.625,67,0,0
sp-web.search.auone.jp / referral,05,16,16,3,18.375,0.5,73,0,0
sp-web.search.auone.jp / referral,07,16,16,1,29.4375,0.25,62,0,0
sp-web.search.auone.jp / referral,10,16,16,1,48.4375,0.9375,69,0,0
statics.teams.cdn.office.net / referral,06,16,8,9,43.93333333333333,0.7333333333333333,81,0,0
youtube / video,09,16,16,0,0,0,48,0,0
cn.bing.com / referral,08,15,13,6,79,1.0666666666666667,88,0,0
duckduckgo / organic,10,15,13,1,50.53333333333333,0.6,65,0,0
eloquaemail / email,09,15,15,2,26.8,0.7333333333333333,71,0,0
hitachigroup.okta.com / referral,11,15,8,8,63.333333333333336,1.0666666666666667,85,0,0
nikkeibp / external,01,15,12,4,38.266666666666666,0.6,69,0,0
perplexity.ai / referral,08,15,13,6,37.46666666666667,1.0666666666666667,100,0,0
qiita.com / referral,08,15,10,8,92.07142857142857,0.9285714285714286,84,0,0
sp-web.search.auone.jp / referral,01,15,15,1,134.66666666666666,0.7333333333333333,62,0,0
websearch.rakuten.co.jp / referral,10,15,15,2,102.53333333333333,0.7333333333333333,78,0,0
active.nikkeibp.co.jp / referral,07,14,0,2,86.28571428571429,1,54,0,0
bi.lakeel.com / referral,06,14,13,1,146.35714285714286,1.0714285714285714,113,0,0
bi.lakeel.com / referral,08,14,13,3,89.85714285714286,0.9285714285714286,114,0,0
bi.lakeel.com / referral,10,14,14,1,52.285714285714285,1,88,0,0
duckduckgo / organic,06,14,13,3,52.57142857142857,0.6428571428571429,81,0,0
gemini.google.com / referral,03,14,12,3,26.928571428571427,0.5714285714285714,65,0,0
hs_email / email,03,14,0,10,67.27272727272727,1.6363636363636365,96,0,0
nikkeibp / external,12,14,8,1,35,0.9166666666666666,54,0,0
perplexity.ai / referral,02,14,10,6,17,0.46153846153846156,61,0,0
qiita.com / referral,07,14,10,5,36.666666666666664,1.1666666666666667,81,0,0
sp-web.search.auone.jp / referral,08,14,14,1,45.142857142857146,0.5,54,0,0
websearch.rakuten.co.jp / referral,11,14,12,6,39.57142857142857,0.7142857142857143,59,0,0
Facebook / banner,12,13,5,2,45.61538461538461,0.6923076923076923,43,0,0
chatgpt.com / referral,01,13,7,6,63.46153846153846,0.9230769230769231,99,0,0
gemini.google.com / referral,02,13,13,3,29.923076923076923,0.5384615384615384,57,0,0
hs_email / email,02,13,0,12,60.166666666666664,1.1666666666666667,73,0,0
microsoft / cpc,11,13,0,10,108,1.1666666666666667,109,0,0
sp-web.search.auone.jp / referral,06,13,12,1,86.61538461538461,0.6153846153846154,54,0,0
sp-web.search.auone.jp / referral,11,13,13,1,57.69230769230769,0.5384615384615384,52,0,0
websearch.rakuten.co.jp / referral,12,13,11,1,55.416666666666664,0.75,57,0,0
ydn / display,04,13,13,0,0.9230769230769231,0.15384615384615385,42,0,0
WA / product_MB,08,12,0,9,67.63636363636364,1.1818181818181819,78,0,0
cn.bing.com / referral,04,12,8,6,51.416666666666664,0.5833333333333334,59,0,0
hitachigroup.okta.com / referral,03,12,6,3,37.166666666666664,0.8333333333333334,45,0,0
hitachigroup.okta.com / referral,04,12,8,7,18.727272727272727,0.9090909090909091,70,0,0
hs_email / email,12,12,0,9,36.833333333333336,0.9166666666666666,65,0,0
kids.yahoo.co.jp / referral,03,12,12,1,8.75,0.3333333333333333,47,0,0
maia.co.jp / referral,04,12,12,2,22.25,0.4166666666666667,49,0,0
perplexity.ai / referral,10,12,11,5,31.416666666666668,0.5833333333333334,58,0,0
sp-web.search.auone.jp / referral,09,12,11,0,24.818181818181817,0.2727272727272727,42,0,0
sp-web.search.auone.jp / referral,12,12,12,2,27.166666666666668,0.5833333333333334,51,0,0
teams.microsoft.com / referral,06,12,10,8,68.91666666666667,0.8333333333333334,76,0,0
websearch.rakuten.co.jp / referral,09,12,12,1,46.75,0.75,58,0,0
ydn / display,01,12,11,0,0,0,35,0,0
ydn / display,03,12,12,1,0.16666666666666666,0,41,0,0
WA / product_MB,12,11,0,9,27.555555555555557,0.8888888888888888,39,0,0
bi.lakeel.com / referral,07,11,9,3,42,0.9,61,0,0
chatgpt.com / referral,12,11,5,5,67.54545454545455,1.1818181818181819,57,0,0
cn.bing.com / referral,07,11,9,5,198.8,0.9,74,0,0
jma-exhibition.com / referral,07,11,0,5,139.1818181818182,1.0909090909090908,52,0,0
notepm.jp / referral,04,11,11,3,86.36363636363636,1.4545454545454546,116,0,0
syndicatedsearch.goog / referral,03,11,10,1,6.454545454545454,0.2727272727272727,41,0,0
websearch.rakuten.co.jp / referral,03,11,11,2,39.90909090909091,0.5454545454545454,51,0,0
Facebook / banner,07,10,0,4,68.9,1.1,26,0,0
bi.lakeel.com / referral,05,10,8,5,92,1.6,100,0,0
biz.nikkan.co.jp / referral,09,10,0,3,80.6,1.5,46,0,0
classroom.google.com / referral,01,10,8,1,80,0.7777777777777778,39,0,0
cn.bing.com / referral,03,10,7,3,122.66666666666667,1,51,0,0
cn.bing.com / referral,05,10,7,4,32.111111111111114,0.8888888888888888,55,0,0
edgeservices.bing.com / referral,10,10,7,2,106.1,1.1,50,0,0
edgeservices.bing.com / referral,11,10,7,4,60.3,0.8,50,0,0
edgeservices.bing.com / referral,12,10,7,4,36.888888888888886,0.8888888888888888,52,0,0
ers.nikkeibp.co.jp / referral,05,10,0,4,31.2,1.1,40,0,0
gemini.google.com / referral,11,10,10,1,21.5,0.4,43,0,0
kids.yahoo.co.jp / referral,09,10,10,2,149.2,0.9,54,0,0
kids.yahoo.co.jp / referral,10,10,10,2,182.5,0.8,53,0,0
kids.yahoo.co.jp / referral,11,10,10,2,6.4,0.5,50,0,0
login.microsoftonline.com / referral,09,10,8,1,71.8,1.3,80,0,0
notepm.jp / referral,05,10,8,1,117.66666666666667,0.8888888888888888,69,0,0
perplexity.ai / referral,01,10,10,3,78.9,0.6,45,0,0
perplexity.ai / referral,11,10,10,3,188,0.5,47,0,0
sp-web.search.auone.jp / referral,02,10,9,0,45.666666666666664,0.8888888888888888,40,0,0
websearch.rakuten.co.jp / referral,01,10,9,1,31,0.5,46,0,0
websearch.rakuten.co.jp / referral,02,10,10,3,44.6,0.6,48,0,0
websearch.rakuten.co.jp / referral,04,10,9,2,20.4,0.6,41,0,0
websearch.rakuten.co.jp / referral,08,10,8,3,71.6,0.6,47,0,0
WA / product_MB,02,9,0,7,65.375,1.375,56,0,0
WA / product_MB,07,9,0,7,38.5,1.25,44,0,0
bi.lakeel.com / referral,03,9,9,2,82.33333333333333,1,62,0,0
bi.lakeel.com / referral,12,9,6,4,56.55555555555556,1.1111111111111112,47,0,0
cn.bing.com / referral,02,9,6,2,28.75,0.75,39,0,0
cn.bing.com / referral,06,9,4,3,18.125,0.875,37,0,0
hs_email / email,10,9,1,7,181.25,1.5,62,0,0
kids.yahoo.co.jp / referral,01,9,9,0,39.55555555555556,0.5555555555555556,37,0,0
notepm.jp / referral,11,9,9,2,38.77777777777778,0.8888888888888888,55,0,0
perplexity.ai / referral,07,9,9,4,67.22222222222223,0.8888888888888888,52,0,0
search.fenrir-inc.com / referral,06,9,9,2,49.77777777777778,0.6666666666666666,39,0,0
search.fenrir-inc.com / referral,12,9,8,0,35.5,0.5,36,0,0
youtube / video,07,9,9,0,0,0,27,0,0
ITmedia / banner,07,8,0,5,44.125,1.25,37,0,0
WA / product_MB,06,8,0,6,301.57142857142856,1.1428571428571428,54,0,0
bi.lakeel.com / referral,04,8,7,2,84,1.125,69,0,0
bic.libcon.co.jp / referral,02,8,0,3,19.625,1.75,41,0,0
classroom.google.com / referral,12,8,5,2,86.28571428571429,0.2857142857142857,26,0,0
cmwchuoseiki.sharepoint.com / referral,07,8,5,2,46.125,0.875,39,0,0
duckduckgo / organic,04,8,7,2,103.625,1,85,0,0
duckduckgo / organic,08,8,8,3,5.625,0.5,36,0,0
duckduckgo / organic,12,8,7,2,27.375,0.5,36,0,0
edgeservices.bing.com / referral,01,8,8,0,30,0.75,34,0,0
gdn / display,04,8,4,0,10.125,0,16,0,0
gdn / display,05,8,6,1,13.625,0.125,27,0,0
gdn / display,12,8,8,0,0,0.25,26,0,0
goo.ne / organic,05,8,6,2,79,0.875,65,0,0
gstatic.com / referral,10,8,8,0,3.125,0.125,26,0,0
login.microsoftonline.com / referral,05,8,5,2,61.125,1.125,62,0,0
login.microsoftonline.com / referral,11,8,4,5,100.875,1,38,0,0
perplexity.ai / referral,06,8,8,3,25.375,0.5,36,0,0
prtimes.jp / referral,10,8,3,3,40.125,0.875,45,0,0
search.fenrir-inc.com / referral,09,8,7,0,36.714285714285715,0.42857142857142855,29,0,0
talk.worksmobile.com / referral,04,8,7,4,80.625,0.75,46,0,0
websearch.rakuten.co.jp / referral,06,8,7,0,36.57142857142857,0.5714285714285714,35,0,0
ydn / display,12,8,8,0,5.125,0.125,28,0,0
WA / product_MB,11,7,0,6,98.5,1.1666666666666667,55,0,0
bic.libcon.co.jp / referral,12,7,0,4,58,4.285714285714286,81,0,0
chatgpt.com / referral,11,7,6,2,104.57142857142857,1,74,0,0
cn.bing.com / referral,10,7,6,3,13,0.42857142857142855,29,0,0
community.globis.ac.jp / referral,05,7,6,2,0.14285714285714285,0,39,0,0
dnet344038.kagoyacloud.com / referral,06,7,7,0,20.285714285714285,0.7142857142857143,32,0,0
duckduckgo / organic,01,7,7,0,35.285714285714285,0.8571428571428571,35,0,0
duckduckgo / organic,11,7,7,0,23.285714285714285,0.7142857142857143,27,0,0
edgeservices.bing.com / referral,04,7,6,0,18,0.6666666666666666,26,0,0
edgeservices.bing.com / referral,07,7,5,4,21.857142857142858,0.8571428571428571,33,0,0
eloquaemail / email,10,7,7,1,31,1,46,0,0
goo.ne / organic,10,7,6,1,79.85714285714286,1,31,0,0
hs_email / email,07,7,0,2,89.2,1.2,41,0,0
hs_email / email,11,7,0,7,31.428571428571427,1,37,0,0
ipros.jp / referral,11,7,6,1,32.714285714285715,0.5714285714285714,33,0,0
kids.yahoo.co.jp / referral,05,7,7,0,12.142857142857142,0.2857142857142857,29,0,0
kids.yahoo.co.jp / referral,08,7,7,0,132.71428571428572,1,30,0,0
login.microsoftonline.com / referral,06,7,6,2,53.714285714285715,0.42857142857142855,31,0,0
login.microsoftonline.com / referral,07,7,7,0,91.42857142857143,0.8571428571428571,51,0,0
